latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,label,cluster_id,distinct_days,distance_to_industrial_m,distance_to_farmland_m,historical_mean_frp,historical_max_frp,historical_std_frp,frp_deviation,night_detection_ratio,class_label,ndvi,ndbi,ndwi,alert_high_frp,alert_new_cluster
30.49979,76.24951,337.77,0.46,0.47,2025-10-31,827,N20,VIIRS,n,2,302.46,6.89,D,0,unclassified,-1,0,1242.4,21698.7,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.43479,75.65128,348.39,0.42,0.45,2025-10-31,827,N20,VIIRS,n,2,303.19,7.15,D,0,unclassified,-1,0,8704.4,11539.5,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.5088,76.38577,346.28,0.47,0.48,2025-10-31,827,N20,VIIRS,n,2,303.07,6.09,D,0,industrial_nearby,-1,0,841.9,16144.8,,,,,,Unknown,unavailable,unavailable,unavailable,0,0
30.43272,75.75544,336.95,0.43,0.46,2025-10-31,827,N20,VIIRS,n,2,303.82,3.52,D,0,unclassified,-1,0,10862.2,14495.7,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.45798,76.04881,331.71,0.45,0.47,2025-10-31,827,N20,VIIRS,n,2,303.46,2.97,D,0,unclassified,-1,0,9010.1,14401.7,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.43342,75.84682,336.2,0.43,0.46,2025-10-31,827,N20,VIIRS,n,2,302.32,2.8,D,0,unclassified,-1,0,2618.8,6049.9,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.40024,75.68744,340.13,0.43,0.46,2025-10-31,827,N20,VIIRS,n,2,302.34,5.71,D,0,unclassified,68,1,7520.2,13591.2,5.35,5.71,0.5091168824543137,1.0673,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.4608,76.34752,343.04,0.46,0.47,2025-10-31,827,N20,VIIRS,n,2,307.21,15.85,D,0,unclassified,69,1,1922.8,13238.3,12.71,15.85,4.440630585851519,1.247,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.3995,75.68657,345.53,0.42,0.46,2025-10-31,827,N20,VIIRS,n,2,302.81,4.99,D,0,unclassified,68,1,7404.1,13496.8,5.35,5.71,0.5091168824543137,0.9327,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.46004,76.3458,341.97,0.46,0.47,2025-10-31,827,N20,VIIRS,n,2,306.94,9.57,D,0,unclassified,69,1,1818.9,13278.4,12.71,15.85,4.440630585851519,0.753,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.37853,75.6894,353.17,0.42,0.46,2025-10-31,827,N20,VIIRS,n,2,310.16,30.32,D,0,unclassified,-1,0,6539.4,13642.6,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.19065,75.73114,337.34,0.43,0.46,2025-10-31,826,N20,VIIRS,n,2,304.14,3.03,D,0,unclassified,-1,0,6697.1,11361.3,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.26669,75.88906,338.38,0.43,0.46,2025-10-31,826,N20,VIIRS,n,2,303.65,6.79,D,0,unclassified,64,2,2188.1,3693.3,6.095,6.79,0.8223746105030242,1.114,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.16847,75.72876,342.7,0.42,0.46,2025-10-31,826,N20,VIIRS,n,2,303.41,4.56,D,0,unclassified,70,1,8266.1,10102.5,5.779999999999999,7.0,1.7253405460951765,0.7889,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.95041,75.28,340.71,0.4,0.44,2025-10-31,826,N20,VIIRS,n,2,300.16,5.74,D,0,unclassified,-1,0,3025.4,17284.1,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.01528,75.90148,355.06,0.43,0.46,2025-10-31,826,N20,VIIRS,n,2,304.77,10.92,D,0,unclassified,-1,0,9307.9,4527.6,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.04071,76.15331,336.61,0.45,0.47,2025-10-31,826,N20,VIIRS,n,2,302.57,3.53,D,0,unclassified,-1,0,8495.0,13101.0,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.9449,75.30603,337.79,0.4,0.44,2025-10-31,826,N20,VIIRS,n,2,303.85,8.4,D,0,unclassified,71,2,3421.1,15952.2,8.363333333333333,8.4,0.06350852961085952,1.0044,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.94534,75.31019,331.1,0.4,0.44,2025-10-31,826,N20,VIIRS,n,2,298.79,8.4,D,0,unclassified,71,2,3140.6,15911.3,8.363333333333333,8.4,0.06350852961085952,1.0044,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.95869,75.55697,338.93,0.41,0.45,2025-10-31,826,N20,VIIRS,n,2,301.15,2.77,D,0,unclassified,-1,0,1406.0,20643.1,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.01954,76.20345,351.36,0.45,0.47,2025-10-31,826,N20,VIIRS,n,2,305.58,17.66,D,0,unclassified,24,2,10818.6,8241.3,12.18,17.66,8.349832333645987,1.4499,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.02172,76.20289,353.98,0.45,0.47,2025-10-31,826,N20,VIIRS,n,2,306.89,16.31,D,0,unclassified,24,2,10571.1,8387.9,12.18,17.66,8.349832333645987,1.3391,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.99202,76.16889,345.71,0.45,0.47,2025-10-31,826,N20,VIIRS,n,2,304.47,12.6,D,0,unclassified,-1,0,8667.6,10561.5,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.97912,76.12823,332.33,0.44,0.46,2025-10-31,826,N20,VIIRS,n,2,303.12,2.24,D,0,unclassified,72,2,4503.0,14393.4,2.27,2.3,0.042426406871192576,0.9868,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.93615,75.83955,334.21,0.43,0.46,2025-10-31,826,N20,VIIRS,n,2,302.69,3.52,D,0,unclassified,-1,0,3677.6,2084.9,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.87217,76.0057,340.94,0.44,0.46,2025-10-31,826,N20,VIIRS,n,2,301.91,4.04,D,0,unclassified,-1,0,5566.3,3185.5,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.81543,75.59303,336.24,0.41,0.45,2025-10-31,826,N20,VIIRS,n,2,300.57,2.63,D,0,industrial_nearby,-1,0,214.0,7579.0,,,,,,Unknown,unavailable,unavailable,unavailable,0,0
29.84056,75.82819,331.67,0.43,0.46,2025-10-31,826,N20,VIIRS,n,2,301.49,2.47,D,0,unclassified,-1,0,1577.0,0.0,,,,,,Agricultural Burning,unavailable,unavailable,unavailable,0,0
29.78932,75.39056,344.05,0.4,0.44,2025-10-31,826,N20,VIIRS,n,2,299.79,5.04,D,0,unclassified,-1,0,2524.4,4579.2,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.83871,75.89156,340.36,0.43,0.46,2025-10-31,826,N20,VIIRS,n,2,301.86,3.48,D,0,unclassified,-1,0,1358.3,2770.4,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.8145,75.74248,336.52,0.42,0.45,2025-10-31,826,N20,VIIRS,n,2,299.97,4.2,D,0,unclassified,-1,0,7027.9,5930.9,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.80793,75.80125,351.16,0.42,0.46,2025-10-31,826,N20,VIIRS,n,2,302.4,8.22,D,0,unclassified,-1,0,2577.7,4394.8,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.80689,75.87321,343.91,0.43,0.46,2025-10-31,826,N20,VIIRS,n,2,307.11,31.33,D,0,unclassified,43,3,2969.8,594.7,22.1275,36.24,13.776454248705164,1.4159,0.0,Agricultural Burning,unavailable,unavailable,unavailable,0,0
29.80442,75.93241,340.36,0.43,0.46,2025-10-31,826,N20,VIIRS,n,2,301.04,5.46,D,0,unclassified,-1,0,3599.4,2766.5,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.79517,75.88382,332.61,0.43,0.46,2025-10-31,826,N20,VIIRS,n,2,300.56,2.7,D,0,unclassified,-1,0,4276.5,1631.7,,,,,,Agricultural Burning,unavailable,unavailable,unavailable,0,0
29.70675,75.3134,338.16,0.4,0.44,2025-10-31,826,N20,VIIRS,n,2,298.72,6.75,D,0,unclassified,-1,0,2131.1,10988.5,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.75667,76.04743,334.21,0.44,0.46,2025-10-31,826,N20,VIIRS,n,2,299.9,3.22,D,0,unclassified,-1,0,9207.8,4251.8,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.68812,75.92425,331.6,0.43,0.46,2025-10-31,826,N20,VIIRS,n,2,298.55,2.7,D,0,unclassified,-1,0,1131.0,1406.3,,,,,,Agricultural Burning,unavailable,unavailable,unavailable,0,0
29.64831,75.91442,336.02,0.43,0.46,2025-10-31,826,N20,VIIRS,n,2,302.13,8.01,D,0,unclassified,73,2,1797.9,1406.3,8.05,8.09,0.05656854249492323,0.995,0.0,Agricultural Burning,unavailable,unavailable,unavailable,0,0
29.94952,75.27173,331.03,0.4,0.44,2025-10-31,826,N20,VIIRS,n,2,299.9,1.89,D,0,unclassified,74,1,2296.4,17496.9,2.54,3.19,0.9192388155425117,0.7441,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.95359,75.27116,339.97,0.4,0.44,2025-10-31,826,N20,VIIRS,n,2,300.34,3.19,D,0,unclassified,74,1,2547.8,17932.5,2.54,3.19,0.9192388155425117,1.2559,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.18597,75.853,346.49,0.43,0.46,2025-10-31,826,N20,VIIRS,n,2,305.7,12.08,D,0,unclassified,-1,0,2163.8,6102.1,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.0373,75.94889,342.55,0.44,0.46,2025-10-31,826,N20,VIIRS,n,2,304.31,7.84,D,0,unclassified,-1,0,5964.3,1974.0,,,,,,Agricultural Burning,unavailable,unavailable,unavailable,0,0
30.02427,75.86384,342.81,0.43,0.46,2025-10-31,826,N20,VIIRS,n,2,306.54,12.63,D,0,unclassified,-1,0,9825.8,6531.9,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.13119,75.42191,341.25,0.41,0.45,2025-10-31,826,N20,VIIRS,n,2,306.21,18.95,D,0,unclassified,-1,0,2101.9,21990.5,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.16428,75.72932,346.36,0.42,0.46,2025-10-31,826,N20,VIIRS,n,2,302.78,7.0,D,0,unclassified,70,1,8537.2,9829.9,5.779999999999999,7.0,1.7253405460951765,1.2111,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.09608,75.21441,331.5,0.4,0.44,2025-10-31,826,N20,VIIRS,n,2,300.53,1.96,D,0,unclassified,-1,0,13052.7,34620.4,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.20395,76.2774,334.48,0.46,0.47,2025-10-31,826,N20,VIIRS,n,2,303.7,5.21,D,0,unclassified,75,1,2797.5,11526.9,5.79,6.37,0.8202438661763952,0.8998,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.20444,76.28216,340.38,0.46,0.47,2025-10-31,826,N20,VIIRS,n,2,302.3,6.37,D,0,unclassified,75,1,3233.1,11126.7,5.79,6.37,0.8202438661763952,1.1002,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.15635,75.93944,333.43,0.44,0.46,2025-10-31,826,N20,VIIRS,n,2,303.97,2.75,D,0,unclassified,-1,0,7739.7,4865.8,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.15628,76.02283,348.69,0.44,0.46,2025-10-31,826,N20,VIIRS,n,2,304.27,6.41,D,0,unclassified,76,2,11794.3,8713.3,5.274,7.68,1.743439129995653,1.2154,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.14123,75.95988,345.77,0.44,0.46,2025-10-31,826,N20,VIIRS,n,2,304.15,11.28,D,0,unclassified,77,1,10318.6,6992.6,11.28,11.28,0.0,1.0,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.14169,75.96443,339.46,0.44,0.46,2025-10-31,826,N20,VIIRS,n,2,303.4,11.28,D,0,unclassified,77,1,10642.6,7011.0,11.28,11.28,0.0,1.0,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.04573,75.12988,339.88,0.39,0.44,2025-10-31,826,N20,VIIRS,n,2,302.22,3.74,D,0,unclassified,-1,0,8529.4,33742.5,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.06031,75.26562,340.73,0.4,0.44,2025-10-31,826,N20,VIIRS,n,2,302.41,5.78,D,0,unclassified,78,1,10717.1,29307.8,4.365,5.78,2.0011121907579295,1.3242,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.15201,76.02338,339.54,0.44,0.46,2025-10-31,826,N20,VIIRS,n,2,304.06,3.32,D,0,unclassified,76,2,11353.5,9048.3,5.274,7.68,1.743439129995653,0.6295,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.03039,75.84035,343.69,0.43,0.46,2025-10-31,826,N20,VIIRS,n,2,309.52,18.03,D,0,unclassified,-1,0,9050.4,8401.7,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.03219,75.89921,342.03,0.43,0.46,2025-10-31,826,N20,VIIRS,n,2,306.6,11.66,D,0,unclassified,-1,0,10787.6,3188.3,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.17581,76.39283,336.26,0.46,0.47,2025-10-31,826,N20,VIIRS,n,2,303.37,3.67,D,0,unclassified,-1,0,2874.3,1299.1,,,,,,Agricultural Burning,unavailable,unavailable,unavailable,0,0
30.07125,76.15404,354.79,0.45,0.47,2025-10-31,826,N20,VIIRS,n,2,307.15,10.94,D,0,unclassified,-1,0,5280.7,13468.3,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.04161,75.86607,338.82,0.43,0.46,2025-10-31,826,N20,VIIRS,n,2,304.77,3.66,D,0,unclassified,-1,0,10563.3,5700.5,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.08403,75.7431,343.65,0.42,0.46,2025-10-31,826,N20,VIIRS,n,2,303.25,3.98,D,0,unclassified,79,1,3373.7,8412.5,5.373333333333334,6.07,1.2066620626063178,0.7407,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.08927,75.74393,341.78,0.42,0.46,2025-10-31,826,N20,VIIRS,n,2,303.93,6.07,D,0,unclassified,79,1,3590.2,8074.5,5.373333333333334,6.07,1.2066620626063178,1.1297,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.08508,75.7445,342.36,0.42,0.46,2025-10-31,826,N20,VIIRS,n,2,304.54,6.07,D,0,unclassified,79,1,3526.8,8238.1,5.373333333333334,6.07,1.2066620626063178,1.1297,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.02739,75.11182,342.56,0.39,0.44,2025-10-31,826,N20,VIIRS,n,2,305.59,13.21,D,0,unclassified,-1,0,7280.6,33290.8,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.13148,76.07755,345.38,0.44,0.46,2025-10-31,826,N20,VIIRS,n,2,306.67,5.68,D,0,unclassified,-1,0,8951.6,14606.8,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.11586,75.92184,338.93,0.43,0.46,2025-10-31,826,N20,VIIRS,n,2,302.07,3.39,D,0,unclassified,80,2,10109.2,5931.0,3.4450000000000003,3.5,0.07778174593051998,0.984,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.05624,75.26619,340.26,0.4,0.44,2025-10-31,826,N20,VIIRS,n,2,300.82,2.95,D,0,unclassified,78,1,10339.2,28858.1,4.365,5.78,2.0011121907579295,0.6758,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.09391,75.7478,341.78,0.42,0.46,2025-10-31,826,N20,VIIRS,n,2,303.88,3.76,D,0,unclassified,-1,0,4122.1,7521.6,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.27962,75.97532,336.54,0.41,0.37,2025-11-01,808,N20,VIIRS,n,2,301.86,7.16,D,0,unclassified,-1,0,2502.0,4674.0,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.136,75.05498,336.09,0.39,0.36,2025-11-01,808,N20,VIIRS,n,2,304.42,5.84,D,0,unclassified,-1,0,2968.2,40664.0,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.28967,76.12493,337.92,0.41,0.37,2025-11-01,808,N20,VIIRS,n,2,303.23,4.68,D,0,unclassified,-1,0,4283.9,18493.9,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.24168,75.75113,333.49,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,303.61,2.5,D,0,unclassified,-1,0,4467.5,14737.3,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.20322,75.23698,333.46,0.39,0.36,2025-11-01,808,N20,VIIRS,n,2,303.41,3.62,D,0,unclassified,-1,0,6871.0,28971.2,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.28228,75.5117,330.27,0.4,0.37,2025-11-01,808,N20,VIIRS,l,2,303.3,1.96,D,0,unclassified,81,1,1229.2,3408.5,2.12,2.28,0.22627416997969493,0.9245,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.28763,75.73414,332.75,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,302.86,4.7,D,0,unclassified,-1,0,9129.8,18631.2,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.28413,75.70927,346.61,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,304.35,7.72,D,0,unclassified,-1,0,10494.1,17102.3,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.29319,75.72462,338.87,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,313.45,24.6,D,0,unclassified,-1,0,10181.5,18095.7,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.3404,75.98259,333.58,0.41,0.37,2025-11-01,808,N20,VIIRS,n,2,302.83,2.78,D,0,unclassified,-1,0,9272.9,10498.4,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.21648,75.62009,334.77,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,304.09,3.08,D,0,unclassified,-1,0,4983.4,14813.1,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.32874,76.10484,335.29,0.41,0.37,2025-11-01,808,N20,VIIRS,n,2,301.85,3.23,D,0,unclassified,-1,0,2617.5,18176.5,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.14446,75.16095,334.22,0.39,0.36,2025-11-01,808,N20,VIIRS,n,2,306.11,3.27,D,0,unclassified,-1,0,8012.2,36675.1,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.14951,75.94246,331.64,0.4,0.37,2025-11-01,808,N20,VIIRS,l,2,302.59,6.3,D,0,unclassified,82,1,8430.5,5673.1,6.3,6.3,0.0,1.0,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.19416,75.63271,343.76,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,305.63,7.2,D,0,unclassified,-1,0,5210.1,17460.4,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.09379,75.04206,337.84,0.39,0.36,2025-11-01,808,N20,VIIRS,n,2,303.9,4.31,D,0,unclassified,83,2,4524.8,43258.0,4.38,4.52,0.12124355652982126,0.984,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.24372,76.19772,333.18,0.41,0.37,2025-11-01,808,N20,VIIRS,n,2,301.14,2.05,D,0,unclassified,-1,0,3941.5,16304.3,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.15777,75.63046,334.91,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,301.65,2.76,D,0,unclassified,-1,0,6066.1,18614.8,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.07894,75.12753,331.02,0.39,0.36,2025-11-01,808,N20,VIIRS,l,2,303.05,1.69,D,0,unclassified,-1,0,6341.5,36859.5,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.16454,75.75198,343.21,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,305.72,10.18,D,0,unclassified,-1,0,7086.4,7985.0,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.2329,76.40143,336.61,0.42,0.37,2025-11-01,808,N20,VIIRS,n,2,304.79,2.66,D,0,unclassified,-1,0,4905.2,6378.9,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.10933,75.55522,331.15,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,302.12,1.39,D,0,unclassified,-1,0,9131.8,22924.2,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.12724,75.68261,333.45,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,304.22,1.9,D,0,unclassified,-1,0,5820.9,13192.9,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.15346,75.94602,341.57,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,304.62,8.05,D,0,unclassified,-1,0,8441.9,5360.3,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.14893,75.93828,345.09,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,307.04,6.3,D,0,unclassified,82,1,8162.5,5643.2,6.3,6.3,0.0,1.0,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.28563,75.51108,332.58,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,303.07,2.28,D,0,industrial_nearby,81,1,890.9,3041.8,2.12,2.28,0.22627416997969493,1.0755,0.0,Unknown,unavailable,unavailable,unavailable,0,0
30.15124,75.95501,333.71,0.4,0.37,2025-11-01,808,N20,VIIRS,l,2,303.87,5.2,D,0,unclassified,-1,0,9296.8,5842.3,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.28177,76.14374,342.35,0.41,0.37,2025-11-01,808,N20,VIIRS,n,2,302.58,3.65,D,0,unclassified,-1,0,2302.5,19587.4,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.30096,75.5715,341.16,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,307.12,15.33,D,0,unclassified,84,1,6380.2,5692.9,15.33,15.33,0.0,1.0,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.44585,75.86069,339.25,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,302.42,3.76,D,0,unclassified,-1,0,2446.5,5691.7,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.37066,75.89951,334.19,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,303.51,2.46,D,0,unclassified,-1,0,2987.3,4325.4,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.58539,75.56248,333.08,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,302.85,1.96,D,0,unclassified,-1,0,5730.2,22499.2,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.56584,75.84414,343.71,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,301.37,4.14,D,0,unclassified,-1,0,3244.2,18099.1,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.11178,75.74474,337.56,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,303.06,4.76,D,0,unclassified,53,2,5025.7,7268.5,6.165,7.57,1.9869700551341989,0.7721,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.40177,75.1797,333.44,0.39,0.36,2025-11-01,808,N20,VIIRS,n,2,303.82,2.19,D,0,unclassified,-1,0,14098.4,8984.4,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.37821,75.06358,332.69,0.39,0.36,2025-11-01,808,N20,VIIRS,n,2,301.66,2.29,D,0,unclassified,-1,0,14846.1,18974.0,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.47644,75.75641,331.08,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,305.02,2.24,D,0,unclassified,-1,0,12094.6,15941.2,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.56653,76.41646,339.82,0.42,0.38,2025-11-01,808,N20,VIIRS,n,2,305.34,16.98,D,0,unclassified,-1,0,1033.8,21729.7,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.51715,76.0771,341.16,0.41,0.37,2025-11-01,808,N20,VIIRS,n,2,302.96,8.58,D,0,unclassified,85,1,13389.2,19971.9,8.58,8.58,0.0,1.0,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.51375,76.07772,343.95,0.41,0.37,2025-11-01,808,N20,VIIRS,n,2,306.35,8.58,D,0,unclassified,85,1,13011.2,19801.2,8.58,8.58,0.0,1.0,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.55906,76.41333,338.72,0.42,0.38,2025-11-01,808,N20,VIIRS,n,2,302.53,10.29,D,0,industrial_nearby,-1,0,359.0,20946.9,,,,,,Unknown,unavailable,unavailable,unavailable,0,0
30.46064,75.74222,334.96,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,302.35,2.29,D,0,unclassified,-1,0,13104.6,16504.6,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.49898,76.07169,333.75,0.41,0.37,2025-11-01,808,N20,VIIRS,n,2,301.82,2.97,D,0,unclassified,-1,0,11657.9,18414.7,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.38923,75.30739,331.18,0.39,0.36,2025-11-01,808,N20,VIIRS,n,2,302.86,1.48,D,0,unclassified,-1,0,7975.1,11537.8,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.45746,75.79417,332.85,0.4,0.37,2025-11-01,808,N20,VIIRS,l,2,303.43,1.85,D,0,unclassified,52,2,8310.4,11758.6,2.0549999999999997,2.26,0.2899137802864841,0.9002,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.51176,76.19177,333.51,0.41,0.37,2025-11-01,808,N20,VIIRS,n,2,301.68,3.63,D,0,unclassified,-1,0,4640.5,25637.2,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.36301,75.19542,341.35,0.39,0.36,2025-11-01,808,N20,VIIRS,n,2,304.58,6.04,D,0,unclassified,-1,0,10049.7,12311.7,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.40697,75.50584,332.5,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,302.34,2.49,D,0,unclassified,-1,0,4139.3,4740.6,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.51146,76.37286,334.3,0.42,0.38,2025-11-01,808,N20,VIIRS,n,2,300.63,3.03,D,0,industrial_nearby,-1,0,278.3,16875.1,,,,,,Unknown,unavailable,unavailable,unavailable,0,0
30.4248,75.78305,336.15,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,303.62,3.3,D,0,unclassified,-1,0,8201.7,11743.3,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.33914,75.19579,333.2,0.39,0.36,2025-11-01,808,N20,VIIRS,n,2,301.61,2.47,D,0,unclassified,-1,0,7511.1,14865.8,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.45389,76.07467,330.14,0.41,0.37,2025-11-01,808,N20,VIIRS,n,2,303.58,1.59,D,0,unclassified,-1,0,7067.0,16606.3,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.40621,75.78149,335.5,0.4,0.37,2025-11-01,808,N20,VIIRS,n,2,302.81,4.19,D,0,unclassified,-1,0,7227.4,11777.4,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
