latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,label,cluster_id,distinct_days,distance_to_industrial_m,distance_to_farmland_m,historical_mean_frp,historical_max_frp,historical_std_frp,frp_deviation,night_detection_ratio,class_label,ndvi,ndbi,ndwi,alert_high_frp,alert_new_cluster
30.20249,75.99736,332.01,0.43,0.38,2025-10-01,748,N20,VIIRS,n,2,298.99,2.75,D,0,unclassified,-1,0,6116.3,4408.4,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.60012,76.00414,341.04,0.45,0.39,2025-10-05,813,N20,VIIRS,n,2,300.03,5.12,D,0,unclassified,-1,0,9725.0,7321.6,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.7611,76.00002,330.6,0.45,0.39,2025-10-05,813,N20,VIIRS,n,2,298.17,4.52,D,0,unclassified,-1,0,9298.9,2551.4,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.78485,75.98659,334.48,0.45,0.39,2025-10-05,813,N20,VIIRS,n,2,298.02,4.55,D,0,unclassified,-1,0,6378.3,1547.9,,,,,,Agricultural Burning,unavailable,unavailable,unavailable,0,0
29.81153,75.96793,331.64,0.45,0.39,2025-10-05,813,N20,VIIRS,n,2,297.91,2.7,D,0,unclassified,-1,0,2918.3,286.5,,,,,,Agricultural Burning,unavailable,unavailable,unavailable,0,0
29.89064,76.1143,333.97,0.46,0.39,2025-10-05,813,N20,VIIRS,n,2,298.19,3.03,D,0,unclassified,-1,0,6969.1,12318.4,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.19914,75.99145,339.58,0.46,0.39,2025-10-05,813,N20,VIIRS,n,2,298.55,3.94,D,0,unclassified,-1,0,6245.5,3892.3,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.05647,75.06976,347.23,0.41,0.37,2025-10-06,755,N20,VIIRS,n,2,294.9,6.05,D,0,unclassified,0,1,2758.6,38407.8,4.04,6.05,2.842569260369921,1.4975,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.78987,75.05584,347.73,0.42,0.37,2025-10-06,755,N20,VIIRS,n,2,294.82,7.42,D,0,unclassified,-1,0,2708.6,27654.8,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.78574,75.05235,356.52,0.42,0.37,2025-10-06,755,N20,VIIRS,l,2,296.65,7.42,D,0,unclassified,1,1,3030.4,28019.4,7.0375,13.41,4.603262430059793,1.0544,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.78502,75.04807,356.25,0.42,0.38,2025-10-06,755,N20,VIIRS,n,2,296.15,13.41,D,0,unclassified,1,1,3447.7,28437.7,7.0375,13.41,4.603262430059793,1.9055,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.78812,75.08717,354.69,0.42,0.37,2025-10-06,755,N20,VIIRS,n,2,295.83,6.97,D,0,industrial_direct,2,1,0.0,24643.8,6.97,6.97,0.0,1.0,0.0,Unknown,unavailable,unavailable,unavailable,0,0
29.78307,75.05737,342.88,0.42,0.37,2025-10-06,755,N20,VIIRS,n,2,294.51,3.66,D,0,unclassified,1,1,2577.8,27557.7,7.0375,13.41,4.603262430059793,0.5201,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.05986,75.06899,331.96,0.41,0.37,2025-10-06,755,N20,VIIRS,n,2,294.36,2.03,D,0,unclassified,0,1,2783.9,38732.8,4.04,6.05,2.842569260369921,0.5025,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.78472,75.08794,340.64,0.42,0.37,2025-10-06,755,N20,VIIRS,n,2,294.12,6.97,D,0,industrial_nearby,2,1,62.9,24597.8,6.97,6.97,0.0,1.0,0.0,Unknown,unavailable,unavailable,unavailable,0,0
29.78234,75.05311,342.85,0.42,0.37,2025-10-06,755,N20,VIIRS,n,2,294.17,3.66,D,0,unclassified,1,1,2997.3,27974.7,7.0375,13.41,4.603262430059793,0.5201,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.49711,75.93646,346.49,0.38,0.36,2025-10-11,801,N20,VIIRS,n,2,302.34,4.88,D,0,unclassified,-1,0,1601.2,9886.6,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.63078,75.98431,333.61,0.38,0.36,2025-10-11,801,N20,VIIRS,n,2,301.78,1.9,D,0,unclassified,3,2,6134.5,4539.6,3.6733333333333333,5.06,1.615095456415296,0.5172,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.65539,75.35033,330.34,0.39,0.36,2025-10-11,801,N20,VIIRS,n,2,298.72,1.93,D,0,unclassified,-1,0,7996.1,12121.8,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.10147,75.95094,338.76,0.62,0.54,2025-10-13,723,N20,VIIRS,n,2,301.18,10.49,D,0,unclassified,-1,0,8294.2,4622.7,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.21504,75.31666,340.18,0.38,0.59,2025-10-14,845,N20,VIIRS,n,2,297.48,3.05,D,0,unclassified,-1,0,10301.6,21825.1,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.85327,76.1269,344.44,0.44,0.46,2025-10-15,826,N20,VIIRS,n,2,303.14,6.56,D,0,unclassified,-1,0,3769.5,10392.6,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.84515,76.14574,334.12,0.4,0.37,2025-10-16,807,N20,VIIRS,n,2,303.05,5.13,D,0,unclassified,4,2,4725.3,11572.0,3.8975,5.13,0.9792301397866934,1.3162,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.84457,76.14159,333.38,0.4,0.37,2025-10-16,807,N20,VIIRS,l,2,304.81,3.11,D,0,unclassified,4,2,4334.2,11180.0,3.8975,5.13,0.9792301397866934,0.7979,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.84795,76.14098,334.23,0.4,0.37,2025-10-16,807,N20,VIIRS,n,2,303.33,3.11,D,0,unclassified,4,2,4456.7,11287.7,3.8975,5.13,0.9792301397866934,0.7979,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.80225,76.00471,337.39,0.44,0.38,2025-10-17,748,N20,VIIRS,n,2,304.39,4.16,D,0,unclassified,5,2,6248.3,51.5,3.41,4.16,1.0606601717798212,1.2199,0.0,Agricultural Burning,unavailable,unavailable,unavailable,0,0
29.8292,75.89053,344.52,0.44,0.39,2025-10-17,748,N20,VIIRS,n,2,306.95,16.34,D,0,unclassified,-1,0,1252.9,3473.9,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.08471,76.46263,338.88,0.42,0.38,2025-10-17,748,N20,VIIRS,n,2,306.07,3.6,D,0,unclassified,-1,0,12151.0,5360.5,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.43985,76.29572,330.35,0.42,0.38,2025-10-17,748,N20,VIIRS,n,2,303.46,1.7,D,0,unclassified,-1,0,4524.5,13851.9,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.45531,76.09606,330.36,0.43,0.38,2025-10-17,748,N20,VIIRS,n,2,304.6,1.92,D,0,unclassified,-1,0,6305.0,18624.7,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.61365,75.90078,332.13,0.52,0.5,2025-10-18,729,N20,VIIRS,n,2,301.49,1.84,D,0,unclassified,-1,0,5718.2,3162.4,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.52236,76.49075,330.35,0.56,0.69,2025-10-19,851,N20,VIIRS,l,2,301.89,7.26,D,0,unclassified,6,1,1629.8,17279.4,6.08,7.26,1.6687720036002518,1.1941,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.54702,76.47131,339.83,0.56,0.69,2025-10-19,851,N20,VIIRS,n,2,301.12,4.87,D,0,unclassified,7,1,2471.4,19595.0,4.365,4.87,0.7141778489984133,1.1157,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.54483,76.47221,337.26,0.56,0.69,2025-10-19,851,N20,VIIRS,n,2,300.74,3.86,D,0,unclassified,7,1,2299.2,19366.4,4.365,4.87,0.7141778489984133,0.8843,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.52027,76.49154,333.7,0.56,0.69,2025-10-19,851,N20,VIIRS,n,2,302.33,4.9,D,0,unclassified,6,1,1841.6,17076.0,6.08,7.26,1.6687720036002518,0.8059,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.81916,75.75153,343.74,0.5,0.66,2025-10-19,851,N20,VIIRS,n,2,301.31,5.31,D,0,unclassified,-1,0,6013.4,6555.9,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.62736,75.94775,332.69,0.51,0.66,2025-10-19,851,N20,VIIRS,n,2,299.11,3.25,D,0,unclassified,-1,0,3980.2,1087.3,,,,,,Agricultural Burning,unavailable,unavailable,unavailable,0,0
29.92689,76.165,338.33,0.47,0.64,2025-10-19,711,N20,VIIRS,n,2,301.35,4.97,D,0,unclassified,8,2,8491.4,12082.7,5.04,5.33,0.26210684844162313,0.9861,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.92807,76.16788,350.98,0.47,0.64,2025-10-19,711,N20,VIIRS,n,2,301.2,4.82,D,0,unclassified,8,2,8685.7,11775.4,5.04,5.33,0.26210684844162313,0.9563,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.40948,75.97054,330.6,0.54,0.51,2025-10-20,832,N20,VIIRS,n,2,303.68,3.35,D,0,unclassified,-1,0,8138.6,5915.1,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.06583,75.12061,337.72,0.48,0.48,2025-10-20,832,N20,VIIRS,n,2,300.47,3.63,D,0,unclassified,-1,0,7056.6,36059.9,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.70117,75.91295,342.43,0.53,0.5,2025-10-20,832,N20,VIIRS,n,2,301.73,5.26,D,0,industrial_nearby,-1,0,532.3,80.9,,,,,,Unknown,unavailable,unavailable,unavailable,0,0
30.35181,75.83276,335.95,0.53,0.5,2025-10-20,832,N20,VIIRS,n,2,302.09,3.48,D,0,unclassified,9,3,3337.6,9368.6,4.9275,6.34,1.1693694882285923,0.7062,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.63499,76.19781,331.66,0.55,0.51,2025-10-20,832,N20,VIIRS,n,2,300.4,3.35,D,0,unclassified,-1,0,9602.5,23668.5,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.61888,76.1256,332.26,0.54,0.51,2025-10-20,832,N20,VIIRS,n,2,300.96,2.5,D,0,unclassified,-1,0,2617.4,18270.9,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.6208,75.25886,343.53,0.48,0.48,2025-10-20,832,N20,VIIRS,n,2,303.74,5.66,D,0,unclassified,-1,0,3525.8,20925.6,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.35337,75.9839,333.66,0.45,0.39,2025-10-21,813,N20,VIIRS,n,2,300.55,4.84,D,0,unclassified,10,1,10715.8,9597.8,6.425,8.01,2.2415284963613558,0.7533,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.8433,75.01755,300.77,0.4,0.37,2025-10-21,2038,N20,VIIRS,n,2,288.36,1.16,N,0,unclassified,-1,0,7548.4,31621.9,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.90365,75.71961,328.9,0.39,0.36,2025-10-21,2038,N20,VIIRS,n,2,291.15,4.63,N,0,unclassified,11,2,1337.2,5556.3,2.74,4.63,2.1833689564523904,1.6898,0.6666666666666666,Natural Fire,unavailable,unavailable,unavailable,0,0
30.30668,76.42312,300.56,0.38,0.36,2025-10-21,2038,N20,VIIRS,n,2,290.51,0.26,N,0,industrial_direct,-1,0,0.0,1476.1,,,,,,Unknown,unavailable,unavailable,unavailable,0,0
30.59003,76.47472,338.6,0.48,0.4,2025-10-21,814,N20,VIIRS,n,2,302.46,3.84,D,0,unclassified,-1,0,1915.3,24365.2,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.46714,75.75323,332.01,0.45,0.39,2025-10-21,814,N20,VIIRS,n,2,297.89,17.28,D,0,unclassified,-1,0,12346.1,15780.8,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.35505,75.98095,335.02,0.46,0.39,2025-10-21,814,N20,VIIRS,n,2,301.37,8.01,D,0,unclassified,10,1,10866.5,9261.2,6.425,8.01,2.2415284963613558,1.2467,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.86161,76.08742,334.16,0.45,0.39,2025-10-21,813,N20,VIIRS,n,2,300.41,9.11,D,0,unclassified,-1,0,3764.1,8185.8,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.77246,76.06223,333.23,0.45,0.39,2025-10-21,813,N20,VIIRS,n,2,300.28,5.23,D,0,unclassified,12,2,6966.7,3608.6,3.1166666666666667,5.23,1.8946591602009408,1.6781,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.84782,76.12331,333.13,0.46,0.39,2025-10-21,813,N20,VIIRS,n,2,300.7,4.54,D,0,unclassified,-1,0,3090.3,9780.2,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.78554,76.05053,343.37,0.45,0.39,2025-10-21,813,N20,VIIRS,n,2,300.16,11.81,D,0,unclassified,-1,0,6500.3,1856.1,,,,,,Agricultural Burning,unavailable,unavailable,unavailable,0,0
29.60539,75.28342,332.49,0.42,0.38,2025-10-21,813,N20,VIIRS,n,2,298.78,12.41,D,0,unclassified,-1,0,5498.8,18791.3,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.71776,76.4572,341.87,0.47,0.4,2025-10-21,813,N20,VIIRS,n,2,298.96,5.77,D,0,unclassified,13,1,7475.4,12178.3,4.26,5.77,2.1354624791833734,1.3545,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.71413,76.45778,330.37,0.47,0.4,2025-10-21,813,N20,VIIRS,n,2,298.8,2.75,D,0,unclassified,13,1,7803.4,12547.8,4.26,5.77,2.1354624791833734,0.6455,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.68876,76.43228,334.6,0.47,0.4,2025-10-21,813,N20,VIIRS,n,2,297.94,3.28,D,0,unclassified,-1,0,8741.3,14071.0,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.87589,76.11387,335.71,0.46,0.39,2025-10-21,813,N20,VIIRS,n,2,299.03,5.25,D,0,unclassified,-1,0,5371.3,11042.3,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.96214,75.16142,344.5,0.41,0.37,2025-10-22,755,N20,VIIRS,n,2,305.65,4.75,D,0,industrial_direct,14,1,0.0,24748.2,4.75,4.75,0.0,1.0,0.0,Unknown,unavailable,unavailable,unavailable,0,0
29.95946,75.16642,336.03,0.41,0.37,2025-10-22,755,N20,VIIRS,n,2,303.39,4.75,D,0,industrial_nearby,14,1,101.6,24197.7,4.75,4.75,0.0,1.0,0.0,Unknown,unavailable,unavailable,unavailable,0,0
29.95875,75.16218,347.81,0.41,0.37,2025-10-22,755,N20,VIIRS,n,2,304.85,4.75,D,0,industrial_direct,14,1,0.0,24431.2,4.75,4.75,0.0,1.0,0.0,Unknown,unavailable,unavailable,unavailable,0,0
29.96409,75.1522,334.26,0.41,0.37,2025-10-22,755,N20,VIIRS,n,2,302.81,4.7,D,0,industrial_nearby,-1,0,64.2,25533.5,,,,,,Unknown,unavailable,unavailable,unavailable,0,0
29.91372,75.08418,349.69,0.42,0.37,2025-10-22,755,N20,VIIRS,n,2,305.51,3.36,D,0,industrial_direct,15,2,0.0,27713.6,4.43,6.53,1.1056672193747994,0.7585,0.0,Unknown,unavailable,unavailable,unavailable,0,0
30.30909,76.0415,333.41,0.39,0.36,2025-10-22,755,N20,VIIRS,n,2,304.45,2.96,D,0,unclassified,-1,0,5282.7,11788.7,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.4047,76.23431,331.5,0.39,0.36,2025-10-22,755,N20,VIIRS,n,2,300.03,1.7,D,0,unclassified,-1,0,2526.6,13972.5,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.90166,75.71896,300.65,0.39,0.44,2025-10-22,2019,N20,VIIRS,n,2,289.47,0.35,N,0,unclassified,11,2,1108.6,5642.0,2.74,4.63,2.1833689564523904,0.1277,0.6666666666666666,Natural Fire,unavailable,unavailable,unavailable,0,0
30.36901,76.45713,332.38,0.39,0.36,2025-10-22,755,N20,VIIRS,n,2,301.46,3.86,D,0,unclassified,-1,0,2242.6,1201.4,,,,,,Agricultural Burning,unavailable,unavailable,unavailable,0,0
29.9096,75.08067,349.33,0.42,0.37,2025-10-22,755,N20,VIIRS,n,2,304.28,6.53,D,0,industrial_direct,15,2,0.0,27822.1,4.43,6.53,1.1056672193747994,1.474,0.0,Unknown,unavailable,unavailable,unavailable,0,0
29.96285,75.16565,337.93,0.41,0.37,2025-10-22,755,N20,VIIRS,n,2,302.46,4.75,D,0,industrial_nearby,14,1,82.7,24518.3,4.75,4.75,0.0,1.0,0.0,Unknown,unavailable,unavailable,unavailable,0,0
29.9062,75.08144,355.81,0.42,0.37,2025-10-22,755,N20,VIIRS,l,2,306.08,4.67,D,0,industrial_direct,15,2,0.0,27597.2,4.43,6.53,1.1056672193747994,1.0542,0.0,Unknown,unavailable,unavailable,unavailable,0,0
29.64232,76.19769,345.02,0.39,0.36,2025-10-22,755,N20,VIIRS,n,2,304.32,7.84,D,0,unclassified,-1,0,9921.8,23064.8,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.90176,75.72305,337.04,0.4,0.37,2025-10-22,755,N20,VIIRS,n,2,304.33,3.24,D,0,unclassified,11,2,1310.1,5248.9,2.74,4.63,2.1833689564523904,1.1825,0.6666666666666666,Natural Fire,unavailable,unavailable,unavailable,0,0
29.95806,75.77026,332.74,0.4,0.37,2025-10-22,755,N20,VIIRS,n,2,302.05,2.73,D,0,industrial_nearby,-1,0,406.7,5348.5,,,,,,Unknown,unavailable,unavailable,unavailable,0,0
29.89113,75.07599,346.54,0.42,0.37,2025-10-22,755,N20,VIIRS,n,2,306.43,5.48,D,0,industrial_nearby,16,1,68.9,27443.0,5.486666666666667,5.49,0.005773502691896071,0.9988,0.0,Unknown,unavailable,unavailable,unavailable,0,0
29.86014,76.02709,332.6,0.4,0.37,2025-10-22,755,N20,VIIRS,n,2,303.16,3.11,D,0,unclassified,-1,0,6226.1,4150.4,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.91033,75.08494,339.86,0.42,0.37,2025-10-22,755,N20,VIIRS,n,2,306.65,3.36,D,0,industrial_nearby,15,2,92.1,27483.8,4.43,6.53,1.1056672193747994,0.7585,0.0,Unknown,unavailable,unavailable,unavailable,0,0
29.89793,75.07446,348.68,0.42,0.37,2025-10-22,755,N20,VIIRS,n,2,305.18,5.49,D,0,industrial_direct,16,1,0.0,27855.4,5.486666666666667,5.49,0.005773502691896071,1.0006,0.0,Unknown,unavailable,unavailable,unavailable,0,0
29.9028,75.08221,345.34,0.42,0.37,2025-10-22,755,N20,VIIRS,n,2,306.59,4.67,D,0,industrial_nearby,15,2,83.9,27375.9,4.43,6.53,1.1056672193747994,1.0542,0.0,Unknown,unavailable,unavailable,unavailable,0,0
29.90547,75.07719,342.38,0.42,0.37,2025-10-22,755,N20,VIIRS,n,2,304.85,4.67,D,0,industrial_nearby,15,2,20.2,27938.7,4.43,6.53,1.1056672193747994,1.0542,0.0,Unknown,unavailable,unavailable,unavailable,0,0
29.89453,75.07523,349.68,0.42,0.37,2025-10-22,755,N20,VIIRS,n,2,309.84,5.49,D,0,industrial_direct,16,1,0.0,27646.9,5.486666666666667,5.49,0.005773502691896071,1.0006,0.0,Unknown,unavailable,unavailable,unavailable,0,0
30.19373,75.98875,338.54,0.4,0.45,2025-10-23,736,N20,VIIRS,n,2,303.79,3.63,D,0,unclassified,-1,0,6741.6,3800.7,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.24935,76.17947,331.63,0.39,0.44,2025-10-23,736,N20,VIIRS,l,2,302.54,1.51,D,0,unclassified,17,3,2317.5,17539.3,10.33,25.5,13.195525756861679,0.1462,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.24629,76.03957,339.05,0.4,0.44,2025-10-23,736,N20,VIIRS,n,2,303.09,3.93,D,0,unclassified,-1,0,2964.2,9055.3,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.25198,76.17417,338.69,0.67,0.74,2025-10-24,858,N20,VIIRS,n,2,299.68,6.5,D,0,unclassified,18,1,1826.3,17871.4,7.125,7.75,0.8838834764831844,0.9123,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.24271,75.91494,339.38,0.65,0.73,2025-10-24,858,N20,VIIRS,n,2,298.05,7.94,D,0,unclassified,19,1,1042.4,898.8,6.94,7.94,0.9267685795278133,1.1441,0.0,Agricultural Burning,unavailable,unavailable,unavailable,0,0
30.25302,76.17268,341.51,0.67,0.74,2025-10-24,858,N20,VIIRS,n,2,299.79,7.75,D,0,unclassified,18,1,1667.8,17953.2,7.125,7.75,0.8838834764831844,1.0877,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.24694,75.91629,344.15,0.65,0.73,2025-10-24,858,N20,VIIRS,n,2,298.33,6.77,D,0,industrial_nearby,19,1,570.1,776.2,6.94,7.94,0.9267685795278133,0.9755,0.0,Unknown,unavailable,unavailable,unavailable,0,0
30.24504,75.91579,353.94,0.38,0.59,2025-10-24,717,N20,VIIRS,n,2,301.21,6.11,D,0,industrial_nearby,19,1,780.5,807.1,6.94,7.94,0.9267685795278133,0.8804,0.0,Unknown,unavailable,unavailable,unavailable,0,0
30.10234,75.70455,330.76,0.4,0.6,2025-10-24,717,N20,VIIRS,n,2,298.76,1.77,D,0,unclassified,-1,0,2581.8,11259.5,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.80418,75.86497,367.0,0.39,0.6,2025-10-24,717,N20,VIIRS,h,2,300.96,17.42,D,0,unclassified,20,1,3448.8,207.7,11.88,17.42,4.797780736965792,1.4663,0.0,Agricultural Burning,unavailable,unavailable,unavailable,0,0
29.80216,75.86321,341.54,0.39,0.6,2025-10-24,717,N20,VIIRS,n,2,298.52,9.11,D,0,unclassified,20,1,3717.8,0.7,11.88,17.42,4.797780736965792,0.7668,0.0,Agricultural Burning,unavailable,unavailable,unavailable,0,0
29.80311,75.86716,367.0,0.39,0.6,2025-10-24,717,N20,VIIRS,h,2,297.05,9.11,D,0,unclassified,20,1,3497.4,23.4,11.88,17.42,4.797780736965792,0.7668,0.0,Agricultural Burning,unavailable,unavailable,unavailable,0,0
29.85132,76.13932,330.07,0.38,0.59,2025-10-24,717,N20,VIIRS,n,2,299.73,4.24,D,0,unclassified,4,2,4523.4,11317.1,3.8975,5.13,0.9792301397866934,1.0879,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.26677,76.16926,330.49,0.37,0.58,2025-10-24,717,N20,VIIRS,n,2,301.94,1.72,D,0,industrial_nearby,-1,0,224.7,17685.7,,,,,,Unknown,unavailable,unavailable,unavailable,0,0
30.07974,75.63971,367.0,0.32,0.55,2025-10-25,839,N20,VIIRS,h,2,302.03,6.07,D,0,unclassified,21,1,6471.4,17908.9,6.625,7.18,0.6408587988004842,0.9162,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.07889,75.64005,367.0,0.32,0.55,2025-10-25,839,N20,VIIRS,h,2,300.9,7.18,D,0,unclassified,21,1,6438.2,17901.5,6.625,7.18,0.6408587988004842,1.0838,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.07863,75.6367,353.14,0.32,0.55,2025-10-25,839,N20,VIIRS,n,2,303.24,7.18,D,0,unclassified,21,1,6761.0,18220.8,6.625,7.18,0.6408587988004842,1.0838,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.57525,75.03024,343.23,0.6,0.53,2025-10-25,839,N20,VIIRS,n,2,300.35,10.12,D,0,unclassified,22,1,33088.5,22460.6,7.140000000000001,10.12,2.5807557032776267,1.4174,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.15049,75.96117,347.05,0.34,0.56,2025-10-25,839,N20,VIIRS,n,2,301.49,4.22,D,0,unclassified,-1,0,9842.1,5995.4,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.24567,75.19806,335.31,0.6,0.53,2025-10-25,839,N20,VIIRS,n,2,302.36,5.3,D,0,unclassified,23,1,1946.4,25040.2,7.275,9.25,2.7930717856868625,0.7285,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.2489,75.19943,341.25,0.6,0.53,2025-10-25,839,N20,VIIRS,n,2,302.81,9.25,D,0,unclassified,23,1,1885.2,24668.8,7.275,9.25,2.7930717856868625,1.2715,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.42245,76.32781,340.95,0.36,0.57,2025-10-25,839,N20,VIIRS,n,2,301.3,4.88,D,0,unclassified,-1,0,2270.8,11203.9,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.57273,75.03302,340.27,0.6,0.53,2025-10-25,839,N20,VIIRS,n,2,299.8,5.65,D,0,unclassified,22,1,32731.8,22088.2,7.140000000000001,10.12,2.5807557032776267,0.7913,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.57762,75.0325,331.72,0.6,0.53,2025-10-25,839,N20,VIIRS,n,2,299.01,5.65,D,0,unclassified,22,1,32998.9,22413.7,7.140000000000001,10.12,2.5807557032776267,0.7913,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.2746,75.92745,336.27,0.33,0.56,2025-10-25,839,N20,VIIRS,n,2,300.2,2.48,D,0,unclassified,-1,0,2458.2,2357.1,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.07469,75.64024,349.58,0.32,0.55,2025-10-25,839,N20,VIIRS,n,2,300.73,6.07,D,0,unclassified,21,1,6432.9,18010.8,6.625,7.18,0.6408587988004842,0.9162,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.15718,76.046,341.14,0.34,0.56,2025-10-25,839,N20,VIIRS,n,2,300.19,2.34,D,0,unclassified,-1,0,11712.3,10527.0,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.02078,76.2032,333.4,0.35,0.56,2025-10-25,839,N20,VIIRS,n,2,298.47,2.57,D,0,unclassified,24,2,10679.3,8329.7,12.18,17.66,8.349832333645987,0.211,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
30.09829,75.84077,367.0,0.73,0.76,2025-10-25,658,N20,VIIRS,h,2,298.3,22.32,D,0,unclassified,-1,0,3924.2,3151.8,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
30.09622,75.8335,335.08,0.73,0.76,2025-10-25,658,N20,VIIRS,n,2,299.16,18.23,D,0,unclassified,-1,0,3745.8,2974.1,,,,,,Natural Fire,unavailable,unavailable,unavailable,0,0
29.64262,75.73102,353.91,0.32,0.55,2025-10-25,839,N20,VIIRS,n,2,302.01,5.4,D,0,industrial_nearby,-1,0,872.1,0.0,,,,,,Unknown,unavailable,unavailable,unavailable,0,0
29.67232,75.96066,339.02,0.33,0.55,2025-10-25,839,N20,VIIRS,n,2,299.75,3.14,D,0,unclassified,25,1,3108.4,4174.0,3.915,4.69,1.096015510839149,0.802,0.0,Natural Fire,unavailable,unavailable,unavailable,0,0
29.68766,75.74946,332.72,0.76,0.77,2025-10-25,658,N20,VIIRS,n,2,297.67,5.83,D,0,unclassified,-1,0,1468.7,1533.2,,,,,,Agricultural Burning,unavailable,unavailable,unavailable,0,0
