latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
30.42137,76.3771,338.93,0.42,0.37,2025-11-02,0749,N20,VIIRS,n,2,310.08,23.24,D,0
30.29323,75.56043,330.06,0.45,0.39,2025-11-02,0749,N20,VIIRS,n,2,302.23,1.81,D,0
30.38616,76.06957,330.56,0.43,0.38,2025-11-02,0749,N20,VIIRS,n,2,302.46,1.33,D,0
30.31605,75.66875,335.45,0.44,0.38,2025-11-02,0749,N20,VIIRS,n,2,304.11,6.24,D,0
30.34877,75.83429,337.91,0.44,0.38,2025-11-02,0749,N20,VIIRS,n,2,305.25,4.87,D,0
30.29563,75.51215,333.52,0.45,0.39,2025-11-02,0749,N20,VIIRS,n,2,303.38,3.15,D,0
30.37969,75.97034,332.88,0.43,0.38,2025-11-02,0749,N20,VIIRS,n,2,303.85,3.8,D,0
30.40653,75.95949,330.65,0.43,0.38,2025-11-02,0749,N20,VIIRS,l,2,304.65,2.93,D,0
30.40429,75.95719,332.04,0.43,0.38,2025-11-02,0749,N20,VIIRS,n,2,305.63,2.94,D,0
30.43239,76.01488,341.5,0.43,0.38,2025-11-02,0749,N20,VIIRS,n,2,304.41,3.82,D,0
30.30326,75.23177,344.67,0.46,0.39,2025-11-02,0749,N20,VIIRS,n,2,307.6,12.34,D,0
30.31931,75.21809,334.09,0.46,0.39,2025-11-02,0749,N20,VIIRS,n,2,305.07,3.72,D,0
30.45758,75.95398,338.55,0.43,0.38,2025-11-02,0749,N20,VIIRS,n,2,304.78,6.21,D,0
30.46525,75.95679,333.74,0.43,0.38,2025-11-02,0749,N20,VIIRS,n,2,304.77,10.46,D,0
30.43126,75.74221,335.16,0.44,0.38,2025-11-02,0749,N20,VIIRS,l,2,306.44,22.61,D,0
30.47512,75.69976,341.78,0.44,0.38,2025-11-02,0749,N20,VIIRS,n,2,305.19,6.25,D,0
30.37336,75.09766,340.17,0.46,0.39,2025-11-02,0749,N20,VIIRS,n,2,303.87,4.29,D,0
30.56202,76.04919,336.77,0.43,0.38,2025-11-02,0749,N20,VIIRS,n,2,303.57,4.82,D,0
30.56885,75.96531,343,0.43,0.38,2025-11-02,0749,N20,VIIRS,n,2,306.31,9.17,D,0
30.58223,75.93922,333.05,0.43,0.38,2025-11-02,0749,N20,VIIRS,n,2,302.55,3.67,D,0
30.58642,75.90141,337.82,0.43,0.38,2025-11-02,0749,N20,VIIRS,n,2,302.7,2.27,D,0
30.58096,75.82874,340.12,0.43,0.38,2025-11-02,0749,N20,VIIRS,n,2,308.16,16.68,D,0
30.51083,75.22924,332.42,0.46,0.39,2025-11-02,0749,N20,VIIRS,n,2,301.85,2.27,D,0
30.53492,75.19899,336.52,0.46,0.39,2025-11-02,0749,N20,VIIRS,n,2,303.3,2.95,D,0
30.59089,75.48994,333.21,0.44,0.39,2025-11-02,0749,N20,VIIRS,n,2,307.7,8.23,D,0
30.52308,75.11331,335.71,0.46,0.39,2025-11-02,0749,N20,VIIRS,n,2,305.1,4.93,D,0
30.56443,75.26024,332.11,0.45,0.39,2025-11-02,0749,N20,VIIRS,n,2,304.9,3.38,D,0
30.56796,75.25938,340.28,0.45,0.39,2025-11-02,0749,N20,VIIRS,n,2,303.54,3.38,D,0
30.56265,75.04426,337.16,0.46,0.39,2025-11-02,0749,N20,VIIRS,n,2,303.78,5.98,D,0
29.93598,76.13509,341.74,0.49,0.48,2025-11-03,0730,N20,VIIRS,n,2,305.09,3.85,D,0
29.98261,76.13767,338.5,0.49,0.48,2025-11-03,0730,N20,VIIRS,n,2,303.56,4.36,D,0
29.98923,76.12537,338.62,0.49,0.48,2025-11-03,0730,N20,VIIRS,n,2,303.79,5.48,D,0
29.98819,76.12045,340.55,0.49,0.48,2025-11-03,0730,N20,VIIRS,n,2,306.68,5.48,D,0
30.03728,76.0514,341.25,0.49,0.49,2025-11-03,0730,N20,VIIRS,n,2,304.73,3.3,D,0
30.01696,75.93522,336.76,0.5,0.49,2025-11-03,0730,N20,VIIRS,n,2,304.18,3.35,D,0
29.9873,75.77606,337.03,0.51,0.49,2025-11-03,0730,N20,VIIRS,n,2,304.46,4.92,D,0
30.05579,76.05147,330.34,0.49,0.49,2025-11-03,0730,N20,VIIRS,n,2,304.86,2.42,D,0
29.91932,75.41982,343.25,0.54,0.51,2025-11-03,0730,N20,VIIRS,n,2,304.7,6.14,D,0
29.89177,75.2942,335.25,0.55,0.51,2025-11-03,0730,N20,VIIRS,n,2,302.4,5.63,D,0
29.93075,75.42802,330.58,0.54,0.5,2025-11-03,0730,N20,VIIRS,n,2,301.99,3.33,D,0
30.06955,75.94168,337.25,0.5,0.49,2025-11-03,0730,N20,VIIRS,n,2,306.08,3.52,D,0
30.08785,75.98436,347.94,0.49,0.49,2025-11-03,0730,N20,VIIRS,n,2,304.2,4.67,D,0
30.09223,75.98311,345.83,0.49,0.49,2025-11-03,0730,N20,VIIRS,n,2,305.66,8.82,D,0
30.0908,75.98151,343.61,0.49,0.49,2025-11-03,0730,N20,VIIRS,n,2,307.92,16.08,D,0
29.92933,75.16381,343.82,0.55,0.51,2025-11-03,0730,N20,VIIRS,n,2,305.99,8.91,D,0
30.15988,76.10894,337.17,0.48,0.48,2025-11-03,0730,N20,VIIRS,n,2,304.64,3.71,D,0
30.12694,75.95543,340.83,0.49,0.49,2025-11-03,0730,N20,VIIRS,n,2,305.5,8.4,D,0
30.01823,75.38973,340.05,0.54,0.51,2025-11-03,0730,N20,VIIRS,n,2,303,7.72,D,0
29.94782,75.02621,340.31,0.56,0.52,2025-11-03,0730,N20,VIIRS,n,2,303.81,6.47,D,0
30.10833,75.5625,336.45,0.52,0.5,2025-11-03,0730,N20,VIIRS,n,2,304.24,3.09,D,0
30.10362,75.55998,341.28,0.52,0.5,2025-11-03,0730,N20,VIIRS,n,2,305.19,4.67,D,0
30.27791,76.08195,337.67,0.48,0.48,2025-11-03,0730,N20,VIIRS,n,2,304.78,3.91,D,0
30.2169,75.7756,348.59,0.5,0.49,2025-11-03,0730,N20,VIIRS,n,2,304.85,7.39,D,0
30.08147,75.04392,336.99,0.56,0.51,2025-11-03,0730,N20,VIIRS,n,2,304.26,5,D,0
30.2335,75.72184,335.53,0.51,0.49,2025-11-03,0730,N20,VIIRS,n,2,303.21,3.67,D,0
30.54222,76.48061,345.93,0.45,0.47,2025-11-03,0730,N20,VIIRS,n,2,303.55,4.68,D,0
30.51602,75.7591,330.97,0.5,0.49,2025-11-03,0730,N20,VIIRS,n,2,302.98,1.5,D,0
30.55422,75.82833,345.5,0.49,0.49,2025-11-03,0730,N20,VIIRS,n,2,306.48,7.96,D,0
29.98735,75.90569,350.48,0.47,0.64,2025-11-04,0711,N20,VIIRS,n,2,299.78,5.5,D,0
29.79029,75.13927,336.47,0.53,0.67,2025-11-04,0711,N20,VIIRS,n,2,297.37,2.72,D,0
29.98618,75.90413,344.42,0.47,0.64,2025-11-04,0711,N20,VIIRS,n,2,299.6,5.29,D,0
29.79032,75.13795,332.68,0.53,0.67,2025-11-04,0711,N20,VIIRS,n,2,296.94,4.75,D,0
30.05373,76.06954,334.23,0.46,0.64,2025-11-04,0711,N20,VIIRS,n,2,299.16,2.71,D,0
30.068,75.93314,367,0.47,0.64,2025-11-04,0711,N20,VIIRS,h,2,302.2,10.29,D,0
30.18021,76.3754,332.93,0.44,0.62,2025-11-04,0711,N20,VIIRS,n,2,299.24,2.78,D,0
30.07369,75.93124,335.8,0.47,0.64,2025-11-04,0711,N20,VIIRS,n,2,298.81,10.29,D,0
30.05684,75.79237,335.6,0.48,0.65,2025-11-04,0711,N20,VIIRS,n,2,298.66,3.92,D,0
30.19901,76.23383,344.54,0.45,0.63,2025-11-04,0711,N20,VIIRS,n,2,298.14,5.13,D,0
30.14397,76.01419,350.29,0.46,0.64,2025-11-04,0711,N20,VIIRS,n,2,298.02,9.05,D,0
30.10695,75.8429,346.54,0.48,0.64,2025-11-04,0711,N20,VIIRS,n,2,297.9,14.54,D,0
30.10575,75.83813,352.04,0.48,0.64,2025-11-04,0711,N20,VIIRS,n,2,304.71,14.54,D,0
30.15995,76.02898,355.39,0.46,0.64,2025-11-04,0711,N20,VIIRS,n,2,299.58,7.68,D,0
30.04625,75.57894,336.65,0.49,0.65,2025-11-04,0711,N20,VIIRS,n,2,297.85,3.95,D,0
30.14315,76.0112,356.01,0.46,0.64,2025-11-04,0711,N20,VIIRS,n,2,300.22,8.69,D,0
30.10508,75.84039,367,0.48,0.64,2025-11-04,0711,N20,VIIRS,h,2,302.87,26.21,D,0
30.16043,76.0306,331.14,0.46,0.64,2025-11-04,0711,N20,VIIRS,n,2,298.29,4.48,D,0
30.15924,76.02596,340.51,0.46,0.64,2025-11-04,0711,N20,VIIRS,n,2,300.26,4.48,D,0
30.04275,75.57719,330.16,0.49,0.65,2025-11-04,0711,N20,VIIRS,n,2,298.48,4.38,D,0
30.14986,75.91776,356.24,0.47,0.64,2025-11-04,0711,N20,VIIRS,n,2,300.53,7.39,D,0
30.05754,75.46398,349.58,0.5,0.66,2025-11-04,0711,N20,VIIRS,n,2,298.64,6.24,D,0
30.17287,75.7656,367,0.48,0.65,2025-11-04,0711,N20,VIIRS,h,2,301.3,6.46,D,0
30.17409,75.77039,330.72,0.48,0.65,2025-11-04,0711,N20,VIIRS,n,2,297.23,6.46,D,0
30.172,75.76673,367,0.48,0.65,2025-11-04,0711,N20,VIIRS,h,2,302.18,13.23,D,0
30.27324,75.84614,330.98,0.47,0.64,2025-11-04,0711,N20,VIIRS,n,2,298.24,5.33,D,0
30.23305,75.33668,330.34,0.5,0.66,2025-11-04,0711,N20,VIIRS,n,2,290.02,2.22,D,0
30.30808,75.52782,335.78,0.49,0.65,2025-11-04,0711,N20,VIIRS,n,2,291.93,7.32,D,0
30.42145,75.75156,367,0.47,0.64,2025-11-04,0711,N20,VIIRS,h,2,297.85,9.16,D,0
30.42045,75.75012,367,0.47,0.64,2025-11-04,0712,N20,VIIRS,h,2,298.38,7.34,D,0
30.25675,75.02972,345.57,0.53,0.67,2025-11-04,0712,N20,VIIRS,n,2,295.96,5.5,D,0
29.64407,75.91143,339,0.52,0.67,2025-11-04,0852,N20,VIIRS,n,2,298.69,11.12,D,0
29.64981,75.91512,340.24,0.52,0.67,2025-11-04,0852,N20,VIIRS,n,2,296.63,8.09,D,0
29.67607,75.94064,332.86,0.52,0.67,2025-11-04,0852,N20,VIIRS,n,2,296.89,3.32,D,0
29.79769,75.49228,345.81,0.49,0.65,2025-11-04,0852,N20,VIIRS,n,2,299.56,4.83,D,0
29.84126,76.02061,330.13,0.53,0.67,2025-11-04,0852,N20,VIIRS,n,2,295.69,2.51,D,0
29.84507,75.47343,339.19,0.49,0.65,2025-11-04,0852,N20,VIIRS,n,2,297.73,12.06,D,0
29.84474,75.4683,354.54,0.49,0.65,2025-11-04,0852,N20,VIIRS,n,2,302.66,12.06,D,0
29.85308,75.50388,353.22,0.49,0.65,2025-11-04,0852,N20,VIIRS,n,2,298.76,6.07,D,0
29.83971,75.02903,337.84,0.46,0.64,2025-11-04,0852,N20,VIIRS,n,2,296.62,6.01,D,0
29.84686,75.47169,367,0.49,0.65,2025-11-04,0852,N20,VIIRS,h,2,298.78,16.12,D,0
29.84892,75.50778,331.07,0.49,0.65,2025-11-04,0852,N20,VIIRS,n,2,297.55,4.65,D,0
29.84863,75.50261,343.84,0.49,0.65,2025-11-04,0852,N20,VIIRS,n,2,298.74,4.65,D,0
29.84656,75.46655,346.01,0.49,0.65,2025-11-04,0852,N20,VIIRS,n,2,300.29,8.81,D,0
29.84626,75.46141,341.58,0.49,0.65,2025-11-04,0852,N20,VIIRS,n,2,298.45,8.81,D,0
29.87435,75.85174,340.32,0.52,0.67,2025-11-04,0852,N20,VIIRS,n,2,297.97,3.76,D,0
29.84448,75.03143,339.03,0.46,0.64,2025-11-04,0852,N20,VIIRS,n,2,290.54,2.79,D,0
29.8776,75.37708,367,0.48,0.65,2025-11-04,0852,N20,VIIRS,h,2,298.7,32.1,D,0
29.87729,75.372,349.82,0.48,0.65,2025-11-04,0852,N20,VIIRS,n,2,301.21,27.49,D,0
29.91921,75.66564,331.64,0.5,0.66,2025-11-04,0852,N20,VIIRS,n,2,296.92,2.75,D,0
29.94623,75.70643,340.94,0.51,0.66,2025-11-04,0852,N20,VIIRS,n,2,298.35,5.15,D,0
30.00809,76.11539,344.25,0.54,0.68,2025-11-04,0852,N20,VIIRS,n,2,298.36,4.96,D,0
30.00558,76.11537,342.9,0.54,0.68,2025-11-04,0852,N20,VIIRS,n,2,297.62,6.33,D,0
29.98217,75.37364,345.86,0.48,0.65,2025-11-04,0852,N20,VIIRS,n,2,298.74,4.82,D,0
29.97304,75.2226,348.91,0.47,0.64,2025-11-04,0852,N20,VIIRS,n,2,295.28,6.01,D,0
30.01119,75.65861,336.89,0.5,0.66,2025-11-04,0852,N20,VIIRS,n,2,298.65,2.94,D,0
30.04626,75.94432,367,0.52,0.67,2025-11-04,0852,N20,VIIRS,h,2,299.47,8.14,D,0
30.05449,76.08952,348.15,0.54,0.68,2025-11-04,0852,N20,VIIRS,n,2,297.76,13.03,D,0
30.09405,76.01368,367,0.53,0.67,2025-11-04,0852,N20,VIIRS,h,2,299.73,11.36,D,0
30.07137,75.85323,342.45,0.52,0.67,2025-11-04,0852,N20,VIIRS,n,2,298.64,5.24,D,0
30.03243,75.05794,335.26,0.46,0.64,2025-11-04,0852,N20,VIIRS,n,2,296.21,4.77,D,0
30.09855,76.01225,367,0.53,0.67,2025-11-04,0852,N20,VIIRS,h,2,299.78,10.43,D,0
30.05933,75.31031,330.12,0.48,0.65,2025-11-04,0852,N20,VIIRS,n,2,298.13,2.34,D,0
30.11558,75.86665,334.48,0.52,0.67,2025-11-04,0852,N20,VIIRS,n,2,296.9,3.75,D,0
30.15409,75.99736,345.63,0.53,0.67,2025-11-04,0852,N20,VIIRS,n,2,297.05,5.77,D,0
30.17613,75.94566,339.69,0.53,0.67,2025-11-04,0852,N20,VIIRS,n,2,296.69,5.41,D,0
30.19014,75.76334,342.86,0.51,0.66,2025-11-04,0852,N20,VIIRS,n,2,295.29,4.7,D,0
30.19596,75.75755,355.7,0.51,0.66,2025-11-04,0852,N20,VIIRS,n,2,298.93,24.73,D,0
30.18058,75.94241,355.71,0.53,0.67,2025-11-04,0852,N20,VIIRS,n,2,297.31,8.84,D,0
30.17832,75.66926,342.2,0.51,0.66,2025-11-04,0852,N20,VIIRS,n,2,291.7,3.36,D,0
30.18948,75.76022,332.12,0.51,0.66,2025-11-04,0852,N20,VIIRS,n,2,295.35,13.65,D,0
30.19564,75.75978,367,0.51,0.66,2025-11-04,0852,N20,VIIRS,h,2,294.31,13.65,D,0
30.19534,75.75438,346.51,0.51,0.66,2025-11-04,0852,N20,VIIRS,n,2,290.6,16.51,D,0
30.2012,75.74855,330.48,0.51,0.66,2025-11-04,0852,N20,VIIRS,n,2,287.99,2.18,D,0
30.21966,75.74728,335.15,0.51,0.66,2025-11-04,0852,N20,VIIRS,n,2,294.68,4.11,D,0
30.25401,76.02729,330.64,0.53,0.67,2025-11-04,0852,N20,VIIRS,n,2,296.2,3.19,D,0
30.29461,76.19056,332.6,0.55,0.68,2025-11-04,0852,N20,VIIRS,n,2,295.93,3.8,D,0
30.30952,76.23026,340.64,0.55,0.68,2025-11-04,0852,N20,VIIRS,n,2,298.4,7.45,D,0
30.27992,75.72156,338.67,0.51,0.66,2025-11-04,0852,N20,VIIRS,n,2,295.42,2.82,D,0
30.29158,76.1898,335.99,0.55,0.68,2025-11-04,0852,N20,VIIRS,n,2,295.73,5.04,D,0
30.27978,75.72012,337.07,0.51,0.66,2025-11-04,0852,N20,VIIRS,n,2,295.6,3.44,D,0
30.31256,76.22911,330.75,0.55,0.68,2025-11-04,0852,N20,VIIRS,n,2,297.5,10.43,D,0
30.25708,75.10453,342.18,0.47,0.64,2025-11-04,0852,N20,VIIRS,n,2,298.3,4.86,D,0
30.31175,75.12037,334.74,0.47,0.64,2025-11-04,0852,N20,VIIRS,n,2,297.67,3.01,D,0
30.3681,75.75216,350.55,0.51,0.66,2025-11-04,0852,N20,VIIRS,n,2,292.79,6.36,D,0
30.42844,76.25692,331.13,0.55,0.68,2025-11-04,0852,N20,VIIRS,n,2,296.49,6.23,D,0
30.36656,75.13638,336.6,0.47,0.64,2025-11-04,0852,N20,VIIRS,n,2,296.36,3.15,D,0
30.38533,75.62355,337.34,0.51,0.66,2025-11-04,0852,N20,VIIRS,n,2,297.25,5.82,D,0
30.42486,76.26022,338.08,0.55,0.68,2025-11-04,0852,N20,VIIRS,n,2,295.58,4.71,D,0
30.3964,75.18091,349.73,0.48,0.64,2025-11-04,0852,N20,VIIRS,n,2,296.34,10.03,D,0
30.4432,75.66799,345.72,0.51,0.66,2025-11-04,0852,N20,VIIRS,n,2,294.7,5.32,D,0
30.43711,75.35667,337.54,0.49,0.65,2025-11-04,0852,N20,VIIRS,n,2,294.41,3.55,D,0
30.5154,75.84393,341.3,0.52,0.67,2025-11-04,0852,N20,VIIRS,n,2,294.25,4.4,D,0
30.52029,75.39832,349.91,0.49,0.65,2025-11-04,0852,N20,VIIRS,n,2,290.47,4.49,D,0
30.52635,75.3979,332.34,0.49,0.65,2025-11-04,0852,N20,VIIRS,n,2,296.13,4.49,D,0
30.58808,75.71927,338.84,0.51,0.66,2025-11-04,0852,N20,VIIRS,n,2,294.21,2.87,D,0
30.58178,75.72776,333.81,0.52,0.66,2025-11-04,0852,N20,VIIRS,n,2,294.71,7.5,D,0
29.63019,76.42375,331.44,0.57,0.52,2025-11-05,0833,N20,VIIRS,n,2,298.29,4.98,D,0
29.90504,75.94855,337.19,0.54,0.51,2025-11-05,0833,N20,VIIRS,n,2,299.98,5.58,D,0
29.90282,75.94722,336.13,0.54,0.51,2025-11-05,0833,N20,VIIRS,n,2,300.37,4.02,D,0
30.01482,75.50027,340.72,0.51,0.49,2025-11-05,0833,N20,VIIRS,n,2,301.43,7.8,D,0
30.03611,75.52999,339.07,0.51,0.49,2025-11-05,0833,N20,VIIRS,n,2,304.71,12.14,D,0
30.06678,75.55701,340.16,0.51,0.5,2025-11-05,0833,N20,VIIRS,n,2,301.97,3.65,D,0
30.08557,75.56018,340.73,0.51,0.5,2025-11-05,0833,N20,VIIRS,n,2,302.63,7.88,D,0
30.08633,75.087,342.55,0.48,0.48,2025-11-05,0833,N20,VIIRS,n,2,300.32,10.66,D,0
30.16055,75.76627,340.26,0.53,0.5,2025-11-05,0833,N20,VIIRS,n,2,300.64,8.85,D,0
30.15751,75.39563,341.29,0.5,0.49,2025-11-05,0833,N20,VIIRS,n,2,301.53,6.62,D,0
30.1583,75.39267,344.44,0.5,0.49,2025-11-05,0833,N20,VIIRS,n,2,301.39,9.43,D,0
30.21857,75.8018,343.37,0.53,0.5,2025-11-05,0833,N20,VIIRS,n,2,311.73,48.99,D,0
30.21807,75.79621,331.91,0.53,0.5,2025-11-05,0833,N20,VIIRS,l,2,303.71,48.99,D,0
30.39846,76.47768,338.45,0.59,0.53,2025-11-05,0833,N20,VIIRS,n,2,299.76,5.36,D,0
30.48054,75.66994,332.79,0.53,0.5,2025-11-05,0833,N20,VIIRS,n,2,300.33,3.26,D,0
30.48672,75.686,330.2,0.53,0.5,2025-11-05,0833,N20,VIIRS,n,2,300.2,3.52,D,0
30.52888,75.34491,342.54,0.51,0.49,2025-11-05,0833,N20,VIIRS,n,2,301.84,11.13,D,0
30.59477,75.85209,310.25,0.47,0.4,2025-11-05,2057,N20,VIIRS,n,2,284.94,0.84,N,0
30.3427,76.0448,295.82,0.48,0.4,2025-11-05,2057,N20,VIIRS,n,2,283.63,0.48,N,0
29.68958,75.13159,303.93,0.45,0.39,2025-11-05,2057,N20,VIIRS,n,2,283.14,0.79,N,0
29.62883,76.41106,342.19,0.47,0.4,2025-11-06,0814,N20,VIIRS,n,2,305.25,8.65,D,0
29.65531,75.67894,333.13,0.44,0.38,2025-11-06,0814,N20,VIIRS,n,2,302.17,3.9,D,0
29.65884,75.67834,333.56,0.44,0.38,2025-11-06,0814,N20,VIIRS,n,2,301.3,3.9,D,0
29.65584,75.51727,338.13,0.44,0.38,2025-11-06,0814,N20,VIIRS,n,2,302.19,3.81,D,0
29.76369,75.76545,335.19,0.45,0.39,2025-11-06,0814,N20,VIIRS,n,2,305.44,3.22,D,0
29.85,76.33525,331.13,0.47,0.4,2025-11-06,0814,N20,VIIRS,n,2,300.67,2.54,D,0
29.80749,75.881,336.19,0.45,0.39,2025-11-06,0814,N20,VIIRS,n,2,308.2,13.09,D,0
29.8069,75.87634,331.35,0.45,0.39,2025-11-06,0814,N20,VIIRS,l,2,306.32,7.85,D,0
29.86443,76.12647,341.38,0.46,0.39,2025-11-06,0814,N20,VIIRS,n,2,303.74,5.59,D,0
29.85217,75.94513,330.1,0.45,0.39,2025-11-06,0814,N20,VIIRS,l,2,303.41,1.82,D,0
29.89084,76.1524,341.36,0.46,0.39,2025-11-06,0814,N20,VIIRS,n,2,304.51,13.42,D,0
29.92852,76.30879,330.93,0.47,0.4,2025-11-06,0814,N20,VIIRS,n,2,301.65,3.39,D,0
29.9079,75.93671,335.71,0.45,0.39,2025-11-06,0814,N20,VIIRS,n,2,304.52,3.83,D,0
29.86935,75.46935,339.42,0.44,0.38,2025-11-06,0814,N20,VIIRS,n,2,308.07,17.91,D,0
29.95998,76.08745,336.85,0.46,0.39,2025-11-06,0814,N20,VIIRS,n,2,303.46,4.42,D,0
29.89404,75.54819,335.84,0.44,0.38,2025-11-06,0814,N20,VIIRS,n,2,302.82,5.38,D,0
29.98165,76.11314,334.92,0.46,0.39,2025-11-06,0814,N20,VIIRS,n,2,305.27,2.21,D,0
29.91982,75.52249,331.8,0.44,0.38,2025-11-06,0814,N20,VIIRS,n,2,301.68,3.82,D,0
29.9805,75.97489,339.66,0.46,0.39,2025-11-06,0814,N20,VIIRS,n,2,307.29,7.3,D,0
30.01762,75.50127,335.04,0.44,0.38,2025-11-06,0814,N20,VIIRS,n,2,303.27,1.72,D,0
30.01743,75.49799,333.69,0.44,0.38,2025-11-06,0814,N20,VIIRS,n,2,304.79,1.97,D,0
29.98513,75.24694,334.89,0.43,0.38,2025-11-06,0814,N20,VIIRS,n,2,305.97,3.02,D,0
29.98862,75.24635,337.24,0.43,0.38,2025-11-06,0814,N20,VIIRS,n,2,307.04,3.62,D,0
30.02807,75.33059,331.39,0.43,0.38,2025-11-06,0814,N20,VIIRS,n,2,305.02,2.77,D,0
30.14614,75.99769,339.22,0.46,0.39,2025-11-06,0814,N20,VIIRS,l,2,309.38,29.45,D,0
30.17683,76.09509,336.87,0.46,0.39,2025-11-06,0814,N20,VIIRS,n,2,304.2,3.51,D,0
30.1133,75.40774,344.31,0.44,0.38,2025-11-06,0814,N20,VIIRS,n,2,305.89,7.4,D,0
30.1142,75.40934,336.11,0.44,0.38,2025-11-06,0814,N20,VIIRS,n,2,305.46,9.42,D,0
30.20668,75.99965,336.79,0.46,0.39,2025-11-06,0814,N20,VIIRS,n,2,308.59,31.92,D,0
30.10218,75.15132,335.28,0.43,0.38,2025-11-06,0814,N20,VIIRS,n,2,305.62,4.72,D,0
30.18202,75.74413,342.71,0.45,0.39,2025-11-06,0814,N20,VIIRS,n,2,309.97,13.34,D,0
30.11026,75.10481,330.84,0.43,0.38,2025-11-06,0814,N20,VIIRS,l,2,303.98,1.56,D,0
30.2552,76.18329,334.78,0.47,0.4,2025-11-06,0814,N20,VIIRS,n,2,305.29,3.98,D,0
30.15183,75.09757,343.91,0.43,0.38,2025-11-06,0814,N20,VIIRS,n,2,308.41,10.84,D,0
30.28945,75.85703,335.05,0.45,0.39,2025-11-06,0814,N20,VIIRS,l,2,307.83,5.05,D,0
30.32753,75.66909,347.49,0.45,0.39,2025-11-06,0814,N20,VIIRS,n,2,306.31,6.11,D,0
30.37247,75.93519,332.17,0.46,0.39,2025-11-06,0814,N20,VIIRS,l,2,303.5,9.85,D,0
30.28697,75.24777,346.72,0.43,0.38,2025-11-06,0814,N20,VIIRS,n,2,306.46,7.74,D,0
30.29424,75.14175,335.18,0.43,0.38,2025-11-06,0814,N20,VIIRS,n,2,305.38,3.23,D,0
30.2959,75.14228,339.72,0.43,0.38,2025-11-06,0814,N20,VIIRS,n,2,305.59,3.96,D,0
30.41323,75.89582,333.61,0.46,0.39,2025-11-06,0814,N20,VIIRS,n,2,302.42,1.9,D,0
30.30688,75.00932,333.65,0.42,0.38,2025-11-06,0814,N20,VIIRS,n,2,304.78,3.69,D,0
30.3063,75.00491,331.35,0.42,0.38,2025-11-06,0814,N20,VIIRS,l,2,304.64,2.9,D,0
30.50635,76.0814,335.35,0.47,0.39,2025-11-06,0814,N20,VIIRS,n,2,302.93,4.18,D,0
30.4965,75.27812,332.45,0.43,0.38,2025-11-06,0814,N20,VIIRS,n,2,303.79,3.07,D,0
30.52412,75.35206,334.45,0.44,0.38,2025-11-06,0814,N20,VIIRS,l,2,308.12,3.04,D,0
30.58839,75.71607,331.75,0.45,0.39,2025-11-06,0814,N20,VIIRS,n,2,304.61,1.69,D,0
30.5949,75.73901,334.35,0.45,0.39,2025-11-06,0814,N20,VIIRS,n,2,305.15,2.3,D,0
30.5986,75.62347,332.62,0.45,0.39,2025-11-06,0814,N20,VIIRS,n,2,304.64,1.65,D,0
29.73727,76.31503,338.21,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,303.58,4.06,D,0
29.63201,75.60902,341.18,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,304.99,5.84,D,0
29.69584,75.97486,336.4,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,303.8,3.35,D,0
29.67451,75.76093,336.62,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,306.14,2.83,D,0
29.70325,75.78848,335.85,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,307.33,8.85,D,0
29.68777,75.67339,337.71,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,301.09,3.51,D,0
29.74743,75.62638,331.74,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,305.07,2.71,D,0
29.7358,75.55653,330.94,0.4,0.37,2025-11-07,0755,N20,VIIRS,l,2,303.46,1.96,D,0
29.81449,75.86538,337.91,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,306.57,5.86,D,0
29.94859,76.44348,334.15,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,302.35,6.35,D,0
29.90315,76.09802,339.65,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,305.41,3.7,D,0
29.72931,75.01733,342.32,0.42,0.37,2025-11-07,0755,N20,VIIRS,n,2,305.58,10.13,D,0
29.89472,75.98308,333.7,0.39,0.36,2025-11-07,0755,N20,VIIRS,l,2,306.52,7.61,D,0
29.77941,75.29015,332.84,0.41,0.37,2025-11-07,0755,N20,VIIRS,n,2,301.81,14.85,D,0
29.8748,75.81963,331.87,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,305.6,0.92,D,0
29.89279,75.88719,335.76,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,307.54,3.14,D,0
29.87946,75.80599,334.43,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,304.45,1.62,D,0
29.82158,75.45752,330.12,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,302.19,1.03,D,0
29.88279,75.80527,333.46,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,304.24,1.5,D,0
29.93318,76.00827,342.56,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,310.95,11.13,D,0
29.89477,75.77319,332.33,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,303.15,1.25,D,0
