latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,label,cluster_id,distinct_days
22.11777,82.61755,335.15,0.43,0.46,2026-03-01,718,N20,VIIRS,n,2,303.34,15.85,D,0.0,unclassified,0,1
22.31284,82.53032,304.74,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,294.45,1.81,N,2.0,industrial_nearby,1,98
22.31333,82.52609,328.86,0.44,0.46,2026-03-01,1946,N20,VIIRS,n,2,294.77,3.26,N,2.0,industrial_direct,1,98
22.31656,82.53515,308.28,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,295.34,1.26,N,2.0,industrial_direct,1,98
22.31706,82.53094,309.21,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,296.44,1.26,N,2.0,industrial_direct,1,98
22.31679,82.56947,303.29,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,293.11,0.91,N,0.0,industrial_nearby,1,98
22.35712,82.30097,306.96,0.45,0.47,2026-03-01,1946,N20,VIIRS,n,2,293.05,1.51,N,2.0,industrial_direct,2,96
22.36141,82.30161,307.12,0.45,0.47,2026-03-01,1946,N20,VIIRS,n,2,293.43,1.61,N,2.0,industrial_direct,2,96
22.33318,82.57576,307.97,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,293.94,0.93,N,2.0,industrial_direct,3,71
22.33566,82.55504,306.38,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,293.47,1.08,N,0.0,industrial_direct,4,61
22.32965,82.60517,326.16,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,294.18,2.32,N,2.0,industrial_direct,5,73
22.33385,82.60577,311.6,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,294.17,1.0,N,2.0,industrial_direct,5,73
22.33739,82.57636,309.49,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,294.08,1.31,N,2.0,industrial_direct,3,71
22.3566,82.30535,312.38,0.45,0.47,2026-03-01,1946,N20,VIIRS,n,2,293.53,1.51,N,2.0,industrial_direct,2,96
22.44469,82.68317,305.96,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,292.19,0.8,N,0.0,unclassified,-1,0
22.33789,82.57217,310.07,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,293.39,1.35,N,2.0,industrial_direct,3,71
22.12267,82.6207,341.56,0.43,0.46,2026-03-01,718,N20,VIIRS,n,2,305.72,15.85,D,0.0,unclassified,0,1
22.12191,82.61665,351.74,0.43,0.46,2026-03-01,718,N20,VIIRS,n,2,314.46,15.85,D,0.0,unclassified,0,1
22.12114,82.61259,342.74,0.43,0.46,2026-03-01,718,N20,VIIRS,n,2,308.33,13.94,D,0.0,unclassified,0,1
22.12604,82.61574,344.88,0.43,0.46,2026-03-01,718,N20,VIIRS,n,2,307.28,6.01,D,0.0,unclassified,0,1
22.1268,82.61979,335.42,0.43,0.46,2026-03-01,718,N20,VIIRS,l,2,308.42,6.01,D,0.0,unclassified,0,1
22.3111,82.53024,343.73,0.43,0.46,2026-03-01,718,N20,VIIRS,n,2,306.37,6.02,D,2.0,industrial_nearby,1,98
22.32988,82.60644,340.14,0.42,0.45,2026-03-01,718,N20,VIIRS,n,2,305.96,5.0,D,2.0,industrial_direct,5,73
22.37384,82.81679,336.49,0.41,0.45,2026-03-01,718,N20,VIIRS,n,2,302.1,4.13,D,0.0,unclassified,-1,0
22.33273,82.57613,336.63,0.42,0.46,2026-03-01,718,N20,VIIRS,n,2,306.35,3.01,D,2.0,industrial_direct,3,71
22.50167,82.60797,332.98,0.42,0.45,2026-03-01,718,N20,VIIRS,l,2,307.41,2.12,D,0.0,industrial_nearby,-1,0
22.28705,83.09211,330.54,0.4,0.44,2026-03-01,718,N20,VIIRS,l,2,302.11,2.62,D,0.0,unclassified,-1,0
22.3589,82.30583,303.8,0.45,0.63,2026-03-02,1927,N20,VIIRS,n,2,290.54,1.2,N,2.0,industrial_direct,2,96
22.31765,82.51304,303.47,0.44,0.62,2026-03-02,1927,N20,VIIRS,n,2,291.2,2.01,N,0.0,industrial_direct,1,98
22.3358,82.57087,310.76,0.44,0.62,2026-03-02,1927,N20,VIIRS,n,2,291.58,1.97,N,0.0,industrial_direct,3,71
22.33279,82.6051,312.48,0.43,0.62,2026-03-02,1927,N20,VIIRS,n,2,292.59,2.14,N,2.0,industrial_direct,5,73
22.3334,82.53215,304.16,0.44,0.62,2026-03-02,1927,N20,VIIRS,n,2,293.4,0.94,N,2.0,industrial_direct,6,16
22.31856,82.56945,307.1,0.44,0.62,2026-03-02,1927,N20,VIIRS,n,2,292.65,1.32,N,0.0,industrial_direct,1,98
22.3163,82.51382,306.17,0.44,0.62,2026-03-02,1927,N20,VIIRS,n,2,291.12,1.81,N,2.0,industrial_direct,1,98
22.31623,82.52551,305.32,0.72,0.76,2026-03-02,2108,N20,VIIRS,n,2,292.01,3.11,N,2.0,industrial_direct,1,98
22.33301,82.57486,304.18,0.73,0.76,2026-03-02,2108,N20,VIIRS,n,2,290.61,1.75,N,2.0,industrial_direct,3,71
22.32147,82.56343,300.97,0.72,0.76,2026-03-02,2108,N20,VIIRS,n,2,290.82,2.15,N,2.0,industrial_direct,1,98
22.31671,82.52581,304.22,0.72,0.76,2026-03-02,2108,N20,VIIRS,n,2,292.21,2.84,N,2.0,industrial_direct,1,98
22.32118,82.56324,302.25,0.73,0.76,2026-03-02,2108,N20,VIIRS,n,2,290.64,1.94,N,2.0,industrial_direct,1,98
22.35808,82.30238,307.18,0.7,0.75,2026-03-02,2108,N20,VIIRS,n,2,291.28,2.33,N,2.0,industrial_direct,2,96
22.35929,82.30135,307.25,0.45,0.63,2026-03-02,1927,N20,VIIRS,n,2,291.06,1.2,N,2.0,industrial_direct,2,96
22.31511,82.52666,307.93,0.44,0.62,2026-03-02,1927,N20,VIIRS,n,2,292.32,2.93,N,2.0,industrial_nearby,1,98
22.27187,82.53694,334.87,0.75,0.77,2026-03-02,839,N20,VIIRS,n,2,305.05,3.17,D,0.0,unclassified,-1,0
22.35982,82.30341,304.22,0.7,0.75,2026-03-02,2108,N20,VIIRS,n,2,291.17,2.69,N,2.0,industrial_direct,2,96
22.43975,82.67392,334.99,0.41,0.61,2026-03-02,659,N20,VIIRS,l,2,307.31,3.34,D,0.0,unclassified,-1,0
22.12719,82.83611,333.9,0.78,0.78,2026-03-02,839,N20,VIIRS,n,2,301.97,4.79,D,0.0,unclassified,7,2
22.10971,82.86965,332.94,0.41,0.6,2026-03-02,659,N20,VIIRS,n,2,305.45,1.81,D,0.0,unclassified,-1,0
22.12629,82.84111,333.36,0.41,0.61,2026-03-02,659,N20,VIIRS,l,2,305.41,4.36,D,0.0,unclassified,7,2
22.12543,82.83724,341.12,0.41,0.61,2026-03-02,659,N20,VIIRS,n,2,308.64,5.98,D,0.0,unclassified,7,2
22.20885,83.00592,367.0,0.4,0.6,2026-03-02,659,N20,VIIRS,h,2,312.03,5.57,D,0.0,unclassified,8,1
22.20967,83.00966,333.66,0.4,0.6,2026-03-02,659,N20,VIIRS,n,2,308.05,5.57,D,0.0,unclassified,8,1
22.17741,82.62842,335.63,0.42,0.61,2026-03-02,659,N20,VIIRS,n,2,307.65,2.78,D,0.0,unclassified,9,1
22.11737,82.98409,356.09,0.4,0.6,2026-03-02,659,N20,VIIRS,n,2,307.57,5.57,D,0.0,unclassified,-1,0
22.13814,82.38559,367.0,0.44,0.62,2026-03-02,659,N20,VIIRS,h,2,307.2,9.02,D,0.0,unclassified,-1,0
22.26111,82.74951,335.54,0.41,0.61,2026-03-02,659,N20,VIIRS,n,2,309.41,2.04,D,0.0,unclassified,-1,0
22.28552,82.75549,332.79,0.41,0.61,2026-03-02,659,N20,VIIRS,n,2,305.31,1.21,D,0.0,unclassified,10,2
22.32798,82.61082,332.46,0.42,0.61,2026-03-02,659,N20,VIIRS,l,2,306.82,3.83,D,0.0,industrial_nearby,5,73
22.31907,82.57119,334.67,0.42,0.61,2026-03-02,659,N20,VIIRS,l,2,307.52,3.22,D,0.0,industrial_direct,1,98
22.31003,82.53098,335.13,0.42,0.61,2026-03-02,659,N20,VIIRS,l,2,307.9,3.76,D,2.0,industrial_nearby,1,98
22.49059,82.92621,342.94,0.4,0.6,2026-03-02,659,N20,VIIRS,n,2,307.92,6.24,D,0.0,unclassified,-1,0
22.17599,82.62919,337.46,0.42,0.61,2026-03-02,659,N20,VIIRS,n,2,306.33,4.71,D,0.0,unclassified,9,1
22.35006,82.80109,333.06,0.39,0.59,2026-03-03,820,N20,VIIRS,n,2,305.86,1.69,D,0.0,unclassified,-1,0
22.34526,82.74861,333.19,0.38,0.59,2026-03-03,820,N20,VIIRS,l,2,305.4,1.45,D,0.0,industrial_nearby,-1,0
22.33711,82.5766,319.77,0.36,0.58,2026-03-03,2049,N20,VIIRS,n,2,293.88,1.4,N,2.0,industrial_direct,3,71
22.33097,82.60403,313.82,0.37,0.58,2026-03-03,2049,N20,VIIRS,n,2,292.61,1.23,N,2.0,industrial_nearby,5,73
22.33666,82.55418,306.88,0.36,0.58,2026-03-03,2049,N20,VIIRS,n,2,291.78,1.12,N,0.0,industrial_direct,4,61
22.32448,82.58408,306.73,0.36,0.58,2026-03-03,2049,N20,VIIRS,n,2,293.25,1.04,N,0.0,industrial_nearby,11,23
22.31804,82.564,318.07,0.36,0.58,2026-03-03,2049,N20,VIIRS,n,2,292.55,1.71,N,2.0,industrial_direct,1,98
22.3189,82.53515,311.14,0.36,0.58,2026-03-03,2049,N20,VIIRS,n,2,294.19,1.78,N,2.0,industrial_direct,1,98
22.32465,82.58409,309.02,0.37,0.58,2026-03-03,2049,N20,VIIRS,n,2,293.06,1.09,N,0.0,industrial_nearby,11,23
22.3181,82.56393,315.61,0.36,0.58,2026-03-03,2049,N20,VIIRS,n,2,292.47,1.96,N,2.0,industrial_direct,1,98
22.31523,82.52699,307.59,0.36,0.58,2026-03-03,2049,N20,VIIRS,n,2,294.25,1.72,N,2.0,industrial_nearby,1,98
22.31448,82.53042,311.29,0.36,0.58,2026-03-03,2049,N20,VIIRS,n,2,295.24,1.72,N,2.0,industrial_direct,1,98
22.35852,82.30324,319.31,0.35,0.57,2026-03-03,2049,N20,VIIRS,n,2,295.89,2.86,N,2.0,industrial_direct,2,96
22.17152,82.68301,310.21,0.37,0.58,2026-03-03,2049,N20,VIIRS,n,2,293.61,1.61,N,0.0,unclassified,-1,0
22.16624,82.68188,310.98,0.37,0.58,2026-03-03,2049,N20,VIIRS,n,2,295.02,1.46,N,0.0,unclassified,12,2
22.33662,82.55411,303.33,0.36,0.58,2026-03-03,2049,N20,VIIRS,n,2,291.56,0.9,N,0.0,industrial_direct,4,61
22.33813,82.79119,332.63,0.39,0.59,2026-03-03,820,N20,VIIRS,l,2,305.03,2.18,D,0.0,unclassified,13,3
22.33779,82.78745,332.75,0.39,0.59,2026-03-03,820,N20,VIIRS,l,2,306.34,2.18,D,0.0,unclassified,13,3
22.27893,82.58787,345.32,0.37,0.58,2026-03-03,820,N20,VIIRS,n,2,305.85,3.15,D,0.0,unclassified,-1,0
22.30084,82.64531,333.88,0.38,0.59,2026-03-03,820,N20,VIIRS,l,2,308.36,2.02,D,0.0,unclassified,-1,0
22.23981,83.01832,334.2,0.79,0.78,2026-03-03,640,N20,VIIRS,n,2,301.65,11.44,D,0.0,unclassified,14,1
22.23653,83.01897,330.99,0.79,0.78,2026-03-03,640,N20,VIIRS,n,2,300.97,9.54,D,0.0,unclassified,14,1
22.13471,82.94913,331.96,0.39,0.6,2026-03-03,820,N20,VIIRS,n,2,306.12,1.7,D,0.0,unclassified,15,1
22.14464,82.75273,333.43,0.38,0.59,2026-03-03,820,N20,VIIRS,n,2,307.02,2.11,D,0.0,unclassified,-1,0
22.11353,82.42188,338.31,0.36,0.58,2026-03-03,820,N20,VIIRS,n,2,306.57,3.51,D,0.0,unclassified,16,1
22.1132,82.41832,335.81,0.36,0.58,2026-03-03,820,N20,VIIRS,n,2,309.11,3.12,D,0.0,unclassified,16,1
22.13496,82.94852,332.43,0.39,0.6,2026-03-03,820,N20,VIIRS,n,2,306.68,2.24,D,0.0,unclassified,15,1
22.13827,82.34467,349.49,0.36,0.57,2026-03-03,820,N20,VIIRS,n,2,310.63,4.81,D,0.0,unclassified,17,1
22.13793,82.34116,345.26,0.36,0.57,2026-03-03,820,N20,VIIRS,n,2,310.02,4.81,D,0.0,unclassified,17,1
22.17856,82.64865,335.06,0.38,0.58,2026-03-03,820,N20,VIIRS,n,2,304.35,1.72,D,0.0,unclassified,-1,0
22.22661,82.80476,337.76,0.39,0.59,2026-03-03,820,N20,VIIRS,n,2,307.74,1.58,D,0.0,unclassified,18,1
22.22821,82.80685,333.14,0.39,0.59,2026-03-03,820,N20,VIIRS,l,2,306.61,2.23,D,0.0,unclassified,18,1
22.24732,82.59878,343.91,0.37,0.58,2026-03-03,820,N20,VIIRS,n,2,307.95,3.3,D,0.0,unclassified,-1,0
22.19551,82.94241,335.13,0.39,0.6,2026-03-03,820,N20,VIIRS,n,2,305.59,1.5,D,0.0,unclassified,-1,0
22.26734,82.75367,335.3,0.38,0.59,2026-03-03,820,N20,VIIRS,l,2,307.14,2.51,D,0.0,unclassified,-1,0
22.33408,82.60349,328.64,0.56,0.43,2026-03-04,2030,N20,VIIRS,n,2,294.69,4.05,N,2.0,industrial_direct,5,73
22.4365,82.59909,341.02,0.57,0.43,2026-03-04,802,N20,VIIRS,n,2,315.21,5.0,D,0.0,unclassified,-1,0
22.44009,82.72781,341.69,0.39,0.44,2026-03-04,802,N20,VIIRS,n,2,314.63,3.7,D,0.0,unclassified,-1,0
22.36926,82.79556,338.8,0.39,0.44,2026-03-04,802,N20,VIIRS,n,2,311.45,2.65,D,0.0,unclassified,19,2
22.36832,82.30564,337.62,0.55,0.42,2026-03-04,802,N20,VIIRS,l,2,311.31,5.43,D,0.0,industrial_nearby,-1,0
22.36524,82.79605,339.63,0.39,0.44,2026-03-04,802,N20,VIIRS,n,2,310.11,1.82,D,0.0,unclassified,19,2
22.33019,82.60265,328.29,0.56,0.43,2026-03-04,2030,N20,VIIRS,n,2,293.58,4.05,N,2.0,industrial_nearby,5,73
22.37944,82.36371,339.81,0.55,0.43,2026-03-04,802,N20,VIIRS,n,2,311.29,6.91,D,0.0,unclassified,-1,0
22.33522,82.57608,318.44,0.56,0.43,2026-03-04,2030,N20,VIIRS,n,2,295.26,2.38,N,2.0,industrial_direct,3,71
22.16081,82.68162,319.31,0.57,0.43,2026-03-04,2030,N20,VIIRS,n,2,295.17,4.23,N,0.0,unclassified,20,2
22.32159,82.584,307.84,0.56,0.43,2026-03-04,2030,N20,VIIRS,n,2,293.36,1.57,N,0.0,industrial_direct,11,23
22.31688,82.56629,320.16,0.56,0.43,2026-03-04,2030,N20,VIIRS,n,2,293.41,2.38,N,2.0,industrial_direct,1,98
22.35876,82.3035,322.69,0.54,0.42,2026-03-04,2030,N20,VIIRS,n,2,296.78,2.62,N,2.0,industrial_direct,2,96
22.31518,82.53284,313.18,0.56,0.43,2026-03-04,2030,N20,VIIRS,n,2,294.97,2.4,N,2.0,industrial_direct,1,98
22.35493,82.3027,302.83,0.54,0.42,2026-03-04,2030,N20,VIIRS,n,2,292.71,2.62,N,2.0,industrial_direct,2,96
22.31232,82.52673,309.08,0.55,0.43,2026-03-04,2030,N20,VIIRS,n,2,294.83,3.8,N,2.0,industrial_direct,1,98
22.15874,82.69235,303.56,0.57,0.43,2026-03-04,2030,N20,VIIRS,n,2,293.38,1.83,N,0.0,unclassified,-1,0
22.32956,82.60545,347.91,0.57,0.43,2026-03-04,802,N20,VIIRS,n,2,318.6,15.28,D,2.0,industrial_direct,5,73
22.33541,82.55374,320.23,0.56,0.43,2026-03-04,2030,N20,VIIRS,n,2,293.32,2.03,N,0.0,industrial_direct,4,61
22.3644,82.92347,341.71,0.39,0.44,2026-03-04,802,N20,VIIRS,n,2,313.55,3.45,D,0.0,unclassified,-1,0
22.50874,83.02137,340.57,0.4,0.44,2026-03-04,802,N20,VIIRS,n,2,310.96,3.02,D,0.0,unclassified,-1,0
22.30269,82.92354,352.09,0.39,0.44,2026-03-04,802,N20,VIIRS,n,2,313.46,7.87,D,0.0,unclassified,21,1
22.11128,82.67922,339.77,0.57,0.43,2026-03-04,802,N20,VIIRS,l,2,313.37,6.16,D,0.0,unclassified,22,1
22.11526,82.67867,347.03,0.57,0.43,2026-03-04,802,N20,VIIRS,n,2,314.41,7.93,D,0.0,unclassified,22,1
22.17261,82.94595,340.78,0.39,0.44,2026-03-04,802,N20,VIIRS,l,2,314.36,4.46,D,0.0,unclassified,-1,0
22.22516,82.79657,342.04,0.39,0.44,2026-03-04,802,N20,VIIRS,l,2,312.53,3.21,D,0.0,unclassified,-1,0
22.22953,82.76555,347.38,0.39,0.44,2026-03-04,802,N20,VIIRS,n,2,313.18,2.16,D,0.0,unclassified,23,1
22.23353,82.76499,356.23,0.39,0.44,2026-03-04,802,N20,VIIRS,l,2,315.58,6.56,D,0.0,unclassified,23,1
22.21453,82.51272,346.94,0.56,0.43,2026-03-04,802,N20,VIIRS,n,2,316.69,15.62,D,0.0,unclassified,-1,0
22.23902,82.54804,354.53,0.56,0.43,2026-03-04,802,N20,VIIRS,n,2,318.62,19.42,D,0.0,unclassified,24,1
22.27936,82.83875,347.59,0.39,0.44,2026-03-04,802,N20,VIIRS,n,2,312.58,4.24,D,0.0,unclassified,25,2
22.16712,82.68571,339.06,0.57,0.43,2026-03-04,802,N20,VIIRS,l,2,312.42,6.05,D,0.0,unclassified,12,2
22.23515,82.52393,345.75,0.56,0.43,2026-03-04,802,N20,VIIRS,n,2,315.34,8.0,D,0.0,unclassified,-1,0
22.23774,82.54577,346.48,0.56,0.43,2026-03-04,802,N20,VIIRS,l,2,318.5,12.94,D,0.0,unclassified,24,1
22.30313,82.92728,334.03,0.39,0.44,2026-03-04,802,N20,VIIRS,n,2,307.14,1.49,D,0.0,unclassified,21,1
22.29554,82.93275,349.39,0.39,0.44,2026-03-04,802,N20,VIIRS,n,2,312.51,5.08,D,0.0,unclassified,26,1
22.24369,82.52828,342.36,0.56,0.43,2026-03-04,802,N20,VIIRS,l,2,314.73,8.01,D,0.0,unclassified,-1,0
22.31394,82.87972,342.53,0.39,0.44,2026-03-04,802,N20,VIIRS,n,2,312.53,3.37,D,0.0,unclassified,-1,0
22.28038,82.83832,344.34,0.39,0.44,2026-03-04,802,N20,VIIRS,n,2,311.5,3.83,D,0.0,unclassified,25,2
22.2915,82.93339,335.49,0.39,0.44,2026-03-04,802,N20,VIIRS,l,2,310.25,2.54,D,0.0,unclassified,26,1
22.22743,82.45908,341.94,0.56,0.43,2026-03-04,802,N20,VIIRS,l,2,315.04,5.58,D,0.0,unclassified,-1,0
22.31304,82.65472,341.76,0.39,0.36,2026-03-05,743,N20,VIIRS,l,2,315.59,4.47,D,0.0,unclassified,-1,0
22.26928,82.59019,340.46,0.38,0.36,2026-03-05,743,N20,VIIRS,l,2,314.25,2.77,D,0.0,unclassified,27,1
22.315,82.53255,345.39,0.38,0.36,2026-03-05,743,N20,VIIRS,l,2,317.63,4.79,D,2.0,industrial_direct,1,98
22.32946,82.60616,344.86,0.38,0.36,2026-03-05,743,N20,VIIRS,l,2,317.04,15.02,D,2.0,industrial_direct,5,73
22.30768,82.46157,343.41,0.38,0.36,2026-03-05,743,N20,VIIRS,l,2,314.89,5.72,D,0.0,unclassified,-1,0
22.31259,82.4493,348.84,0.38,0.36,2026-03-05,743,N20,VIIRS,n,2,316.71,6.93,D,0.0,unclassified,-1,0
22.3354,82.55563,340.83,0.38,0.36,2026-03-05,743,N20,VIIRS,l,2,315.11,3.69,D,0.0,industrial_direct,4,61
22.3426,82.37943,339.39,0.38,0.36,2026-03-05,743,N20,VIIRS,l,2,311.96,4.34,D,0.0,unclassified,-1,0
22.50763,82.61643,347.43,0.39,0.36,2026-03-05,743,N20,VIIRS,n,2,315.18,5.72,D,0.0,unclassified,-1,0
22.36854,82.7822,315.5,0.39,0.36,2026-03-05,2011,N20,VIIRS,n,2,291.31,1.18,N,0.0,unclassified,-1,0
22.32476,82.67505,305.84,0.38,0.36,2026-03-05,2011,N20,VIIRS,n,2,294.93,0.72,N,0.0,industrial_direct,28,16
22.3327,82.60423,329.1,0.38,0.36,2026-03-05,2011,N20,VIIRS,n,2,295.56,2.23,N,2.0,industrial_nearby,5,73
22.37222,82.93865,336.96,0.39,0.36,2026-03-05,743,N20,VIIRS,n,2,306.59,1.99,D,0.0,unclassified,-1,0
22.35657,82.30458,317.78,0.38,0.36,2026-03-05,2011,N20,VIIRS,n,2,298.42,1.44,N,2.0,industrial_direct,2,96
22.33413,82.57407,325.31,0.38,0.36,2026-03-05,2011,N20,VIIRS,n,2,296.7,2.75,N,2.0,industrial_direct,3,71
22.32941,82.60361,306.15,0.38,0.36,2026-03-05,2011,N20,VIIRS,n,2,294.9,2.23,N,2.0,industrial_nearby,5,73
22.3225,82.58333,310.5,0.38,0.36,2026-03-05,2011,N20,VIIRS,n,2,295.42,1.36,N,0.0,industrial_direct,11,23
22.32073,82.59441,314.73,0.38,0.36,2026-03-05,2011,N20,VIIRS,n,2,295.16,1.31,N,2.0,industrial_nearby,11,23
22.31829,82.56734,334.69,0.38,0.36,2026-03-05,2011,N20,VIIRS,n,2,297.32,3.73,N,2.0,industrial_direct,1,98
22.36044,82.30149,313.03,0.38,0.36,2026-03-05,2011,N20,VIIRS,n,2,295.8,1.38,N,2.0,industrial_direct,2,96
22.35984,82.30516,313.23,0.38,0.36,2026-03-05,2011,N20,VIIRS,n,2,294.56,1.44,N,2.0,industrial_direct,2,96
22.35715,82.30089,312.14,0.38,0.36,2026-03-05,2011,N20,VIIRS,n,2,293.91,1.38,N,2.0,industrial_direct,2,96
22.26598,82.59077,340.21,0.38,0.36,2026-03-05,743,N20,VIIRS,l,2,314.32,2.77,D,0.0,unclassified,27,1
22.3176,82.52921,311.78,0.38,0.36,2026-03-05,2011,N20,VIIRS,n,2,299.49,2.18,N,2.0,industrial_direct,1,98
22.31701,82.53289,315.47,0.38,0.36,2026-03-05,2011,N20,VIIRS,n,2,299.04,1.28,N,2.0,industrial_direct,1,98
22.31666,82.51383,307.13,0.38,0.36,2026-03-05,2011,N20,VIIRS,n,2,295.3,1.32,N,0.0,industrial_direct,1,98
22.31372,82.5323,308.35,0.38,0.36,2026-03-05,2011,N20,VIIRS,n,2,295.12,1.28,N,2.0,industrial_nearby,1,98
22.2537,82.90585,306.48,0.39,0.36,2026-03-05,2011,N20,VIIRS,n,2,295.58,1.57,N,0.0,unclassified,-1,0
22.33708,82.55559,326.6,0.38,0.36,2026-03-05,2011,N20,VIIRS,n,2,295.52,1.99,N,0.0,industrial_direct,4,61
22.26213,82.58764,342.57,0.38,0.36,2026-03-05,743,N20,VIIRS,n,2,314.26,5.34,D,0.0,unclassified,27,1
22.33211,82.60792,328.01,0.38,0.36,2026-03-05,2011,N20,VIIRS,n,2,296.7,2.23,N,0.0,industrial_nearby,5,73
22.25883,82.58821,348.67,0.38,0.36,2026-03-05,743,N20,VIIRS,n,2,317.32,5.34,D,0.0,unclassified,27,1
22.26268,82.59134,345.41,0.38,0.36,2026-03-05,743,N20,VIIRS,n,2,314.11,5.34,D,0.0,unclassified,27,1
22.11648,83.0209,342.13,0.39,0.36,2026-03-05,743,N20,VIIRS,n,2,312.49,5.12,D,0.0,unclassified,29,1
22.11979,83.02035,349.14,0.39,0.36,2026-03-05,743,N20,VIIRS,n,2,314.64,8.13,D,0.0,unclassified,29,1
22.13288,82.99496,336.22,0.39,0.36,2026-03-05,743,N20,VIIRS,n,2,310.31,2.07,D,0.0,unclassified,-1,0
22.1213,82.9166,354.58,0.39,0.36,2026-03-05,743,N20,VIIRS,n,2,316.56,11.24,D,0.0,unclassified,-1,0
22.10792,82.69037,349.06,0.39,0.36,2026-03-05,743,N20,VIIRS,n,2,315.59,7.65,D,0.0,industrial_nearby,30,1
22.11122,82.6898,339.66,0.39,0.36,2026-03-05,743,N20,VIIRS,l,2,312.5,2.58,D,0.0,industrial_nearby,30,1
22.1626,82.89789,336.11,0.39,0.36,2026-03-05,743,N20,VIIRS,n,2,310.35,2.45,D,0.0,unclassified,-1,0
22.13817,82.68895,341.08,0.39,0.36,2026-03-05,743,N20,VIIRS,l,2,312.83,4.83,D,0.0,unclassified,-1,0
22.1536,82.70148,352.61,0.39,0.36,2026-03-05,743,N20,VIIRS,n,2,322.29,14.28,D,0.0,unclassified,31,1
22.1569,82.70091,347.94,0.39,0.36,2026-03-05,743,N20,VIIRS,n,2,317.13,14.28,D,0.0,unclassified,31,1
22.15634,82.69719,346.2,0.39,0.36,2026-03-05,743,N20,VIIRS,n,2,317.44,14.28,D,0.0,unclassified,31,1
22.16071,82.68121,344.15,0.39,0.36,2026-03-05,743,N20,VIIRS,n,2,313.01,6.15,D,0.0,unclassified,20,2
22.11405,82.30576,341.8,0.38,0.36,2026-03-05,743,N20,VIIRS,l,2,315.11,3.8,D,0.0,unclassified,-1,0
22.16701,82.88191,337.11,0.39,0.36,2026-03-05,743,N20,VIIRS,l,2,310.01,2.45,D,0.0,unclassified,-1,0
22.19284,82.80518,340.22,0.39,0.36,2026-03-05,743,N20,VIIRS,l,2,311.75,2.18,D,0.0,unclassified,32,2
22.20729,82.90192,342.94,0.39,0.36,2026-03-05,743,N20,VIIRS,n,2,312.72,8.61,D,0.0,unclassified,-1,0
22.30725,82.93459,332.74,0.39,0.36,2026-03-05,743,N20,VIIRS,l,2,307.17,1.07,D,0.0,unclassified,-1,0
22.25735,82.66841,345.48,0.39,0.36,2026-03-05,743,N20,VIIRS,n,2,314.93,4.83,D,0.0,unclassified,33,2
22.29127,82.94121,337.63,0.39,0.36,2026-03-05,743,N20,VIIRS,n,2,309.39,1.45,D,0.0,unclassified,-1,0
22.28242,82.90446,337.45,0.39,0.36,2026-03-05,743,N20,VIIRS,l,2,310.11,2.48,D,0.0,unclassified,34,2
22.29905,83.03963,339.85,0.39,0.36,2026-03-05,743,N20,VIIRS,n,2,311.18,3.15,D,0.0,unclassified,-1,0
22.28187,82.90074,339.6,0.39,0.36,2026-03-05,743,N20,VIIRS,l,2,309.67,1.76,D,0.0,unclassified,34,2
22.25939,82.59192,348.45,0.38,0.36,2026-03-05,743,N20,VIIRS,n,2,314.18,5.34,D,0.0,unclassified,27,1
22.24765,82.83018,335.32,0.39,0.36,2026-03-05,743,N20,VIIRS,l,2,309.8,1.63,D,0.0,unclassified,-1,0
22.1627,82.58202,340.03,0.38,0.36,2026-03-05,743,N20,VIIRS,l,2,312.24,3.34,D,0.0,unclassified,-1,0
22.19118,82.79404,342.78,0.39,0.36,2026-03-05,743,N20,VIIRS,n,2,312.77,4.18,D,0.0,unclassified,-1,0
22.19229,82.80146,346.32,0.39,0.36,2026-03-05,743,N20,VIIRS,n,2,314.01,4.72,D,0.0,unclassified,32,2
22.22868,82.6353,337.44,0.38,0.36,2026-03-05,743,N20,VIIRS,l,2,312.2,3.2,D,0.0,unclassified,-1,0
22.36146,82.30019,304.13,0.55,0.42,2026-03-06,1952,N20,VIIRS,n,2,294.12,1.65,N,2.0,industrial_direct,2,96
22.33041,82.6067,335.36,0.52,0.42,2026-03-06,1952,N20,VIIRS,n,2,298.59,7.88,N,2.0,industrial_direct,5,73
22.33692,82.5559,313.75,0.53,0.42,2026-03-06,1952,N20,VIIRS,n,2,295.97,2.62,N,0.0,industrial_direct,4,61
22.33433,82.5761,318.72,0.53,0.42,2026-03-06,1952,N20,VIIRS,n,2,296.85,2.81,N,2.0,industrial_direct,3,71
