latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,label,cluster_id,distinct_days,distance_to_industrial_m,distance_to_farmland_m,historical_mean_frp,historical_max_frp,historical_std_frp,frp_deviation,night_detection_ratio,class_label,ndvi,ndbi,ndwi,alert_flag,ml_predicted_label,ml_confidence,distance_to_residential_m,risk_points,risk_score,escalation_status
22.11777,82.61755,335.15,0.43,0.46,2026-03-01,718,N20,VIIRS,n,2,303.34,15.85,D,0.0,unclassified,0,1,7877.1,31154.8,12.251666666666663,15.85,4.891038403720284,1.2937,0.0,Natural Fire,0.2579,0.1253,-0.3787,Normal,Natural Fire,0.9984,19480.1,0,Low,Stable
22.12267,82.6207,341.56,0.43,0.46,2026-03-01,718,N20,VIIRS,n,2,305.72,15.85,D,0.0,unclassified,0,1,7604.5,30706.5,12.251666666666663,15.85,4.891038403720284,1.2937,0.0,Natural Fire,0.1879,0.1994,-0.3222,Normal,Natural Fire,0.9997,19034.3,0,Low,Stable
22.12191,82.61665,351.74,0.43,0.46,2026-03-01,718,N20,VIIRS,n,2,314.46,15.85,D,0.0,unclassified,0,1,8008.9,30687.4,12.251666666666663,15.85,4.891038403720284,1.2937,0.0,Natural Fire,0.1274,0.2713,-0.2409,Normal,Natural Fire,0.9997,19012.7,0,Low,Stable
22.12114,82.61259,342.74,0.43,0.46,2026-03-01,718,N20,VIIRS,n,2,308.33,13.94,D,0.0,unclassified,0,1,8416.4,30675.0,12.251666666666663,15.85,4.891038403720284,1.1378,0.0,Natural Fire,0.2109,0.1469,-0.2888,Normal,Natural Fire,0.9997,19001.5,0,Low,Stable
22.12604,82.61574,344.88,0.43,0.46,2026-03-01,718,N20,VIIRS,n,2,307.28,6.01,D,0.0,unclassified,0,1,8165.7,30220.8,12.251666666666663,15.85,4.891038403720284,0.4905,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9994,18546.2,0,Low,Stable
22.1268,82.61979,335.42,0.43,0.46,2026-03-01,718,N20,VIIRS,l,2,308.42,6.01,D,0.0,unclassified,0,1,7766.2,30240.2,12.251666666666663,15.85,4.891038403720284,0.4905,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9988,18568.3,0,Low,Stable
22.3111,82.53024,343.73,0.43,0.46,2026-03-01,718,N20,VIIRS,n,2,306.37,6.02,D,2.0,industrial_nearby,1,98,195.5,9044.0,2.508492063492064,11.71,1.680059238942467,2.3998,0.9232804232804231,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9993,355.0,6,High,Stable
22.32988,82.60644,340.14,0.42,0.45,2026-03-01,718,N20,VIIRS,n,2,305.96,5.0,D,2.0,industrial_direct,5,73,0.0,9133.2,2.765913043478261,15.28,2.376793836187871,1.8077,0.8260869565217391,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9987,285.0,6,High,Stable
22.37384,82.81679,336.49,0.41,0.45,2026-03-01,718,N20,VIIRS,n,2,302.1,4.13,D,0.0,unclassified,-1,0,6729.4,12104.1,,,,,,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9998,8226.9,0,Low,Stable
22.33273,82.57613,336.63,0.42,0.46,2026-03-01,718,N20,VIIRS,n,2,306.35,3.01,D,2.0,industrial_direct,3,71,0.0,7144.3,2.7918248175182483,11.59,1.9379155034462177,1.0781,0.8394160583941606,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9997,1606.7,4,Medium,Stable
22.50167,82.60797,332.98,0.42,0.45,2026-03-01,718,N20,VIIRS,l,2,307.41,2.12,D,0.0,industrial_nearby,-1,0,675.8,13170.5,,,,,,Unknown,unavailable,unavailable,unavailable,Normal,Unknown,0.9995,10133.9,3,Medium,Stable
22.28705,83.09211,330.54,0.4,0.44,2026-03-01,718,N20,VIIRS,l,2,302.11,2.62,D,0.0,unclassified,-1,0,28156.2,22056.2,,,,,,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9994,20132.3,0,Low,Stable
22.31284,82.53032,304.74,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,294.45,1.81,N,2.0,industrial_nearby,1,98,41.3,8853.3,2.508492063492064,11.71,1.680059238942467,0.7215,0.9232804232804231,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9999,406.8,6,High,Stable
22.31333,82.52609,328.86,0.44,0.46,2026-03-01,1946,N20,VIIRS,n,2,294.77,3.26,N,2.0,industrial_direct,1,98,0.0,8894.3,2.508492063492064,11.71,1.680059238942467,1.2996,0.9232804232804231,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9995,572.9,5,High,Stable
22.31656,82.53515,308.28,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,295.34,1.26,N,2.0,industrial_direct,1,98,0.0,8363.8,2.508492063492064,11.71,1.680059238942467,0.5023,0.9232804232804231,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9999,437.7,6,High,Stable
22.31706,82.53094,309.21,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,296.44,1.26,N,2.0,industrial_direct,1,98,0.0,8382.5,2.508492063492064,11.71,1.680059238942467,0.5023,0.9232804232804231,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9999,598.9,5,High,Stable
22.31679,82.56947,303.29,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,293.11,0.91,N,0.0,industrial_nearby,1,98,114.6,8576.0,2.508492063492064,11.71,1.680059238942467,0.3628,0.9232804232804231,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9999,354.5,6,High,Stable
22.35712,82.30097,306.96,0.45,0.47,2026-03-01,1946,N20,VIIRS,n,2,293.05,1.51,N,2.0,industrial_direct,2,96,0.0,25570.6,3.5459414225941424,26.78,3.275989787681158,0.4258,0.7489539748953975,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9996,7600.5,3,Medium,Stable
22.36141,82.30161,307.12,0.45,0.47,2026-03-01,1946,N20,VIIRS,n,2,293.43,1.61,N,2.0,industrial_direct,2,96,0.0,25437.5,3.5459414225941424,26.78,3.275989787681158,0.454,0.7489539748953975,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9996,7452.8,3,Medium,Stable
22.33318,82.57576,307.97,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,293.94,0.93,N,2.0,industrial_direct,3,71,0.0,7083.2,2.7918248175182483,11.59,1.9379155034462177,0.3331,0.8394160583941606,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9999,1657.1,4,Medium,Stable
22.33566,82.55504,306.38,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,293.47,1.08,N,0.0,industrial_direct,4,61,0.0,6221.2,2.2546153846153847,13.9,1.6402420650106009,0.479,0.8632478632478633,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9999,1853.3,4,Medium,Stable
22.32965,82.60517,326.16,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,294.18,2.32,N,2.0,industrial_direct,5,73,0.0,9066.0,2.765913043478261,15.28,2.376793836187871,0.8388,0.8260869565217391,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9993,387.6,6,High,Stable
22.33385,82.60577,311.6,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,294.17,1.0,N,2.0,industrial_direct,5,73,0.0,8761.3,2.765913043478261,15.28,2.376793836187871,0.3615,0.8260869565217391,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9998,599.6,5,High,Stable
22.33739,82.57636,309.49,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,294.08,1.31,N,2.0,industrial_direct,3,71,0.0,6688.3,2.7918248175182483,11.59,1.9379155034462177,0.4692,0.8394160583941606,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9999,2122.7,4,Medium,Stable
22.3566,82.30535,312.38,0.45,0.47,2026-03-01,1946,N20,VIIRS,n,2,293.53,1.51,N,2.0,industrial_direct,2,96,0.0,25133.8,3.5459414225941424,26.78,3.275989787681158,0.4258,0.7489539748953975,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9996,7167.5,3,Medium,Stable
22.44469,82.68317,305.96,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,292.19,0.8,N,0.0,unclassified,-1,0,2533.5,3567.3,,,,,,Natural Fire,0.2218,0.1693,-0.3496,Normal,Natural Fire,0.9987,7667.7,0,Low,Stable
22.33789,82.57217,310.07,0.43,0.46,2026-03-01,1946,N20,VIIRS,n,2,293.39,1.35,N,2.0,industrial_direct,3,71,0.0,6457.0,2.7918248175182483,11.59,1.9379155034462177,0.4836,0.8394160583941606,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9999,2217.3,4,Medium,Stable
22.43975,82.67392,334.99,0.41,0.61,2026-03-02,659,N20,VIIRS,l,2,307.31,3.34,D,0.0,unclassified,-1,0,2183.2,4285.0,,,,,,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9994,6579.3,0,Low,Stable
22.10971,82.86965,332.94,0.41,0.6,2026-03-02,659,N20,VIIRS,n,2,305.45,1.81,D,0.0,unclassified,-1,0,15087.9,18673.2,,,,,,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9922,517.4,2,Low,Stable
22.12629,82.84111,333.36,0.41,0.61,2026-03-02,659,N20,VIIRS,l,2,305.41,4.36,D,0.0,unclassified,7,2,12607.5,17213.7,5.065,5.98,0.6865614806167518,0.8608,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9922,1325.6,2,Low,Escalating
22.12543,82.83724,341.12,0.41,0.61,2026-03-02,659,N20,VIIRS,n,2,308.64,5.98,D,0.0,unclassified,7,2,12649.9,17395.1,5.065,5.98,0.6865614806167518,1.1807,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9725,1632.5,1,Low,Escalating
22.20885,83.00592,367.0,0.4,0.6,2026-03-02,659,N20,VIIRS,h,2,312.03,5.57,D,0.0,unclassified,8,1,19114.1,15285.3,5.57,5.57,0.0,1.0,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9995,18037.2,0,Low,Stable
22.20967,83.00966,333.66,0.4,0.6,2026-03-02,659,N20,VIIRS,n,2,308.05,5.57,D,0.0,unclassified,8,1,19477.4,15574.8,5.57,5.57,0.0,1.0,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9974,18424.2,0,Low,Stable
22.17741,82.62842,335.63,0.42,0.61,2026-03-02,659,N20,VIIRS,n,2,307.65,2.78,D,0.0,unclassified,9,1,9229.9,25129.2,3.745,4.71,1.3647160876900366,0.7423,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9994,13295.7,0,Low,Escalating
22.11737,82.98409,356.09,0.4,0.6,2026-03-02,659,N20,VIIRS,n,2,307.57,5.57,D,0.0,unclassified,-1,0,21365.0,20934.2,,,,,,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9993,11596.6,0,Low,Stable
22.13814,82.38559,367.0,0.44,0.62,2026-03-02,659,N20,VIIRS,h,2,307.2,9.02,D,0.0,unclassified,-1,0,8531.3,32584.4,,,,,,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9996,21136.1,0,Low,Stable
22.26111,82.74951,335.54,0.41,0.61,2026-03-02,659,N20,VIIRS,n,2,309.41,2.04,D,0.0,unclassified,-1,0,2039.1,13141.5,,,,,,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9989,5217.6,0,Low,Stable
22.28552,82.75549,332.79,0.41,0.61,2026-03-02,659,N20,VIIRS,n,2,305.31,1.21,D,0.0,unclassified,10,2,2941.4,12405.4,3.5499999999999994,4.72,2.0264994448555864,0.3408,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9993,2541.6,1,Low,Escalating
22.32798,82.61082,332.46,0.42,0.61,2026-03-02,659,N20,VIIRS,l,2,306.82,3.83,D,0.0,industrial_nearby,5,73,432.8,9592.3,2.765913043478261,15.28,2.376793836187871,1.3847,0.8260869565217391,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9974,0.0,6,High,Stable
22.31907,82.57119,334.67,0.42,0.61,2026-03-02,659,N20,VIIRS,l,2,307.52,3.22,D,0.0,industrial_direct,1,98,0.0,8382.6,2.508492063492064,11.71,1.680059238942467,1.2836,0.9232804232804231,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9994,512.4,5,High,Stable
22.31003,82.53098,335.13,0.42,0.61,2026-03-02,659,N20,VIIRS,l,2,307.9,3.76,D,2.0,industrial_nearby,1,98,336.3,9146.5,2.508492063492064,11.71,1.680059238942467,1.4989,0.9232804232804231,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9995,253.2,6,High,Stable
22.49059,82.92621,342.94,0.4,0.6,2026-03-02,659,N20,VIIRS,n,2,307.92,6.24,D,0.0,unclassified,-1,0,20821.4,22733.1,,,,,,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9036,11474.5,0,Low,Stable
22.17599,82.62919,337.46,0.42,0.61,2026-03-02,659,N20,VIIRS,n,2,306.33,4.71,D,0.0,unclassified,9,1,9066.2,25303.8,3.745,4.71,1.3647160876900366,1.2577,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9996,13463.5,0,Low,Escalating
22.27187,82.53694,334.87,0.75,0.77,2026-03-02,839,N20,VIIRS,n,2,305.05,3.17,D,0.0,unclassified,-1,0,2257.7,13264.7,,,,,,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9996,2914.7,1,Low,Stable
22.12719,82.83611,333.9,0.78,0.78,2026-03-02,839,N20,VIIRS,n,2,301.97,4.79,D,0.0,unclassified,7,2,12443.3,17233.4,5.065,5.98,0.6865614806167518,0.9457,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9993,1573.0,1,Low,Escalating
22.3589,82.30583,303.8,0.45,0.63,2026-03-02,1927,N20,VIIRS,n,2,290.54,1.2,N,2.0,industrial_direct,2,96,0.0,25046.3,3.5459414225941424,26.78,3.275989787681158,0.3384,0.7489539748953975,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9996,7112.0,3,Medium,Stable
22.31765,82.51304,303.47,0.44,0.62,2026-03-02,1927,N20,VIIRS,n,2,291.2,2.01,N,0.0,industrial_direct,1,98,0.0,8866.2,2.508492063492064,11.71,1.680059238942467,0.8013,0.9232804232804231,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9999,370.0,6,High,Stable
22.3358,82.57087,310.76,0.44,0.62,2026-03-02,1927,N20,VIIRS,n,2,291.58,1.97,N,0.0,industrial_direct,3,71,0.0,6620.4,2.7918248175182483,11.59,1.9379155034462177,0.7056,0.8394160583941606,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9999,2022.6,4,Medium,Stable
22.33279,82.6051,312.48,0.43,0.62,2026-03-02,1927,N20,VIIRS,n,2,292.59,2.14,N,2.0,industrial_direct,5,73,0.0,8801.4,2.765913043478261,15.28,2.376793836187871,0.7737,0.8260869565217391,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9996,571.7,5,High,Stable
22.3334,82.53215,304.16,0.44,0.62,2026-03-02,1927,N20,VIIRS,n,2,293.4,0.94,N,2.0,industrial_direct,6,16,0.0,6587.6,1.2005882352941175,1.95,0.356606761507604,0.7829,1.0,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9998,1765.3,4,Medium,Stable
22.31856,82.56945,307.1,0.44,0.62,2026-03-02,1927,N20,VIIRS,n,2,292.65,1.32,N,0.0,industrial_direct,1,98,0.0,8386.6,2.508492063492064,11.71,1.680059238942467,0.5262,0.9232804232804231,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9999,549.1,5,High,Stable
22.3163,82.51382,306.17,0.44,0.62,2026-03-02,1927,N20,VIIRS,n,2,291.12,1.81,N,2.0,industrial_direct,1,98,0.0,8973.2,2.508492063492064,11.71,1.680059238942467,0.7215,0.9232804232804231,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9999,243.9,6,High,Stable
22.35929,82.30135,307.25,0.45,0.63,2026-03-02,1927,N20,VIIRS,n,2,291.06,1.2,N,2.0,industrial_direct,2,96,0.0,25496.5,3.5459414225941424,26.78,3.275989787681158,0.3384,0.7489539748953975,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9996,7540.9,3,Medium,Stable
22.31511,82.52666,307.93,0.44,0.62,2026-03-02,1927,N20,VIIRS,n,2,292.32,2.93,N,2.0,industrial_nearby,1,98,4.7,8688.8,2.508492063492064,11.71,1.680059238942467,1.168,0.9232804232804231,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9996,770.6,5,High,Stable
22.31623,82.52551,305.32,0.72,0.76,2026-03-02,2108,N20,VIIRS,n,2,292.01,3.11,N,2.0,industrial_direct,1,98,0.0,8597.9,2.508492063492064,11.71,1.680059238942467,1.2398,0.9232804232804231,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9996,827.0,5,High,Stable
22.33301,82.57486,304.18,0.73,0.76,2026-03-02,2108,N20,VIIRS,n,2,290.61,1.75,N,2.0,industrial_direct,3,71,0.0,7062.9,2.7918248175182483,11.59,1.9379155034462177,0.6268,0.8394160583941606,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9999,1643.5,4,Medium,Stable
22.32147,82.56343,300.97,0.72,0.76,2026-03-02,2108,N20,VIIRS,n,2,290.82,2.15,N,2.0,industrial_direct,1,98,0.0,7921.8,2.508492063492064,11.71,1.680059238942467,0.8571,0.9232804232804231,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9998,1102.0,5,High,Stable
22.31671,82.52581,304.22,0.72,0.76,2026-03-02,2108,N20,VIIRS,n,2,292.21,2.84,N,2.0,industrial_direct,1,98,0.0,8538.6,2.508492063492064,11.71,1.680059238942467,1.1322,0.9232804232804231,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9996,887.8,5,High,Stable
22.32118,82.56324,302.25,0.73,0.76,2026-03-02,2108,N20,VIIRS,n,2,290.64,1.94,N,2.0,industrial_direct,1,98,0.0,7949.0,2.508492063492064,11.71,1.680059238942467,0.7734,0.9232804232804231,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9999,1089.3,5,High,Stable
22.35808,82.30238,307.18,0.7,0.75,2026-03-02,2108,N20,VIIRS,n,2,291.28,2.33,N,2.0,industrial_direct,2,96,0.0,25411.1,3.5459414225941424,26.78,3.275989787681158,0.6571,0.7489539748953975,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9994,7478.1,3,Medium,Stable
22.35982,82.30341,304.22,0.7,0.75,2026-03-02,2108,N20,VIIRS,n,2,291.17,2.69,N,2.0,industrial_direct,2,96,0.0,25278.2,3.5459414225941424,26.78,3.275989787681158,0.7586,0.7489539748953975,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9993,7320.8,3,Medium,Stable
22.23981,83.01832,334.2,0.79,0.78,2026-03-03,640,N20,VIIRS,n,2,301.65,11.44,D,0.0,unclassified,14,1,20071.7,15085.5,10.489999999999998,11.44,1.34350288425444,1.0906,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.996,20833.3,0,Low,Stable
22.23653,83.01897,330.99,0.79,0.78,2026-03-03,640,N20,VIIRS,n,2,300.97,9.54,D,0.0,unclassified,14,1,20143.1,15258.7,10.489999999999998,11.44,1.34350288425444,0.9094,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9653,20696.1,0,Low,Stable
22.35006,82.80109,333.06,0.39,0.59,2026-03-03,820,N20,VIIRS,n,2,305.86,1.69,D,0.0,unclassified,-1,0,3657.9,10978.6,,,,,,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9988,5147.0,0,Low,Stable
22.34526,82.74861,333.19,0.38,0.59,2026-03-03,820,N20,VIIRS,l,2,305.4,1.45,D,0.0,industrial_nearby,-1,0,436.1,10057.1,,,,,,Unknown,unavailable,unavailable,unavailable,Normal,Unknown,0.9994,2532.1,4,Medium,Stable
22.33813,82.79119,332.63,0.39,0.59,2026-03-03,820,N20,VIIRS,l,2,305.03,2.18,D,0.0,unclassified,13,3,1991.7,10875.8,11.202857142857145,18.93,8.425690306607354,0.1946,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9931,3531.9,0,Low,Stable
22.33779,82.78745,332.75,0.39,0.59,2026-03-03,820,N20,VIIRS,l,2,306.34,2.18,D,0.0,unclassified,13,3,1724.8,11164.8,11.202857142857145,18.93,8.425690306607354,0.1946,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9916,3382.9,0,Low,Stable
22.27893,82.58787,345.32,0.37,0.58,2026-03-03,820,N20,VIIRS,n,2,305.85,3.15,D,0.0,unclassified,-1,0,4258.6,13139.7,,,,,,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9999,1736.2,1,Low,Stable
22.30084,82.64531,333.88,0.38,0.59,2026-03-03,820,N20,VIIRS,l,2,308.36,2.02,D,0.0,unclassified,-1,0,2817.0,14209.1,,,,,,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9998,3083.1,0,Low,Stable
22.13471,82.94913,331.96,0.39,0.6,2026-03-03,820,N20,VIIRS,n,2,306.12,1.7,D,0.0,unclassified,15,1,17371.8,17533.7,1.97,2.24,0.3818376618407357,0.8629,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9994,8656.2,0,Low,Escalating
22.14464,82.75273,333.43,0.38,0.59,2026-03-03,820,N20,VIIRS,n,2,307.02,2.11,D,0.0,unclassified,-1,0,6387.4,19500.8,,,,,,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9999,9795.3,0,Low,Stable
22.11353,82.42188,338.31,0.36,0.58,2026-03-03,820,N20,VIIRS,n,2,306.57,3.51,D,0.0,unclassified,16,1,12382.3,33342.3,3.315,3.51,0.2757716446627533,1.0588,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9995,22164.5,0,Low,Stable
22.1132,82.41832,335.81,0.36,0.58,2026-03-03,820,N20,VIIRS,n,2,309.11,3.12,D,0.0,unclassified,16,1,12021.7,33519.2,3.315,3.51,0.2757716446627533,0.9412,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9997,22339.9,0,Low,Stable
22.13496,82.94852,332.43,0.39,0.6,2026-03-03,820,N20,VIIRS,n,2,306.68,2.24,D,0.0,unclassified,15,1,17306.4,17482.3,1.97,2.24,0.3818376618407357,1.1371,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9955,8610.8,0,Low,Escalating
22.13827,82.34467,349.49,0.36,0.57,2026-03-03,820,N20,VIIRS,n,2,310.63,4.81,D,0.0,unclassified,17,1,4322.8,34911.4,4.81,4.81,0.0,1.0,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9986,21193.7,0,Low,Stable
22.13793,82.34116,345.26,0.36,0.57,2026-03-03,820,N20,VIIRS,n,2,310.02,4.81,D,0.0,unclassified,17,1,3958.8,35158.5,4.81,4.81,0.0,1.0,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9981,21276.2,0,Low,Stable
22.17856,82.64865,335.06,0.38,0.58,2026-03-03,820,N20,VIIRS,n,2,304.35,1.72,D,0.0,unclassified,-1,0,7898.7,25779.4,,,,,,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9997,13653.6,0,Low,Stable
22.22661,82.80476,337.76,0.39,0.59,2026-03-03,820,N20,VIIRS,n,2,307.74,1.58,D,0.0,unclassified,18,1,2305.2,9294.1,1.905,2.23,0.4596194077712558,0.8294,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9989,8856.2,0,Low,Escalating
22.22821,82.80685,333.14,0.39,0.59,2026-03-03,820,N20,VIIRS,l,2,306.61,2.23,D,0.0,unclassified,18,1,2026.7,9015.2,1.905,2.23,0.4596194077712558,1.1706,0.0,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9969,8765.1,0,Low,Escalating
22.24732,82.59878,343.91,0.37,0.58,2026-03-03,820,N20,VIIRS,n,2,307.95,3.3,D,0.0,unclassified,-1,0,7929.1,16815.8,,,,,,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9995,5245.3,0,Low,Stable
22.19551,82.94241,335.13,0.39,0.6,2026-03-03,820,N20,VIIRS,n,2,305.59,1.5,D,0.0,unclassified,-1,0,13196.0,11342.4,,,,,,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.976,11596.5,0,Low,Stable
22.26734,82.75367,335.3,0.38,0.59,2026-03-03,820,N20,VIIRS,l,2,307.14,2.51,D,0.0,unclassified,-1,0,2810.0,12631.3,,,,,,Natural Fire,unavailable,unavailable,unavailable,Normal,Natural Fire,0.9996,4415.3,0,Low,Stable
22.33711,82.5766,319.77,0.36,0.58,2026-03-03,2049,N20,VIIRS,n,2,293.88,1.4,N,2.0,industrial_direct,3,71,0.0,6727.1,2.7918248175182483,11.59,1.9379155034462177,0.5015,0.8394160583941606,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9999,2092.0,4,Medium,Stable
22.33097,82.60403,313.82,0.37,0.58,2026-03-03,2049,N20,VIIRS,n,2,292.61,1.23,N,2.0,industrial_nearby,5,73,140.1,8878.6,2.765913043478261,15.28,2.376793836187871,0.4447,0.8260869565217391,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9998,541.8,5,High,Stable
22.33666,82.55418,306.88,0.36,0.58,2026-03-03,2049,N20,VIIRS,n,2,291.78,1.12,N,0.0,industrial_direct,4,61,0.0,6099.9,2.2546153846153847,13.9,1.6402420650106009,0.4968,0.8632478632478633,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9999,1922.7,4,Medium,Stable
22.32448,82.58408,306.73,0.36,0.58,2026-03-03,2049,N20,VIIRS,n,2,293.25,1.04,N,0.0,industrial_nearby,11,23,16.9,8322.6,1.7126666666666666,4.45,0.9003713154844096,0.6072,1.0,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9998,918.5,5,High,Stable
22.31804,82.564,318.07,0.36,0.58,2026-03-03,2049,N20,VIIRS,n,2,292.55,1.71,N,2.0,industrial_direct,1,98,0.0,8305.4,2.508492063492064,11.71,1.680059238942467,0.6817,0.9232804232804231,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9999,789.3,5,High,Stable
22.3189,82.53515,311.14,0.36,0.58,2026-03-03,2049,N20,VIIRS,n,2,294.19,1.78,N,2.0,industrial_direct,1,98,0.0,8107.5,2.508492063492064,11.71,1.680059238942467,0.7096,0.9232804232804231,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9999,476.6,6,High,Stable
22.32465,82.58409,309.02,0.37,0.58,2026-03-03,2049,N20,VIIRS,n,2,293.06,1.09,N,0.0,industrial_nearby,11,23,0.6,8306.3,1.7126666666666666,4.45,0.9003713154844096,0.6364,1.0,Industrial,unavailable,unavailable,unavailable,Normal,Industrial,0.9998,937.3,5,High,Stable
